CASENUM	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	EVENTNUM	VNUMBER1	AOI1	SOE	VNUMBER2	AOI2
201310436487	179.70652	1	6	10	2	3	1	1	12	11	9999	77
201310436580	217.168	1	6	2	2	3	1	1	55	63	5555	55
201310436580	217.168	1	6	2	2	3	2	1	12	48	9999	77
201310436580	217.168	1	6	2	2	3	3	1	55	67	5555	55
201310436580	217.168	1	6	2	2	3	4	1	3	30	9999	77
201310436595	323.32026	1	4	4	2	3	1	2	12	12	1	6
201310436599	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310436605	197.12122	1	6	6	2	3	1	2	12	12	1	12
201310436613	359.41304	1	4	10	2	3	1	2	3	12	1	9
201310436617	179.70652	1	6	10	2	3	1	1	55	64	5555	55
201310436617	179.70652	1	6	10	2	3	2	1	12	24	9999	77
201310436619	359.41304	1	4	10	2	3	1	2	12	12	1	6
201310436659	352.898	1	4	1	2	3	1	2	12	12	1	6
201310436662	54.292	1	2	1	2	3	1	1	82	12	2	9
201310436676	352.898	1	4	3	2	3	1	1	62	12	2	82
201310436684	215.54684	1	6	4	2	3	1	2	12	12	1	6
201310436713	217.168	1	6	3	2	3	1	2	12	12	1	3
201310436714	352.898	1	4	3	2	3	1	2	12	12	1	83
201310436717	107.77342	1	5	4	2	3	1	1	55	64	5555	55
201310436717	107.77342	1	5	4	2	3	2	1	12	43	9999	77
201310436717	107.77342	1	5	4	2	3	3	1	0	1	9999	77
201310436719	323.32026	1	4	4	2	3	1	1	55	68	5555	55
201310436719	323.32026	1	4	4	2	3	2	1	62	12	2	63
201310436725	98.56061	1	5	6	2	3	1	1	55	68	5555	55
201310436725	98.56061	1	5	6	2	3	2	2	12	12	1	3
201310436726	344.962135	1	4	6	2	3	1	2	12	12	1	3
201310436735	197.12122	1	6	6	2	3	1	1	55	64	5555	55
201310436735	197.12122	1	6	6	2	3	2	1	12	30	9999	77
201310436740	344.962135	1	4	6	2	3	1	2	12	12	1	6
201310436747	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310436747	197.12122	1	6	6	2	3	2	1	3	53	9999	77
201310436747	197.12122	1	6	6	2	3	3	1	12	30	9999	77
201310436750	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310436757	98.56061	1	5	6	2	3	1	1	55	63	5555	55
201310436757	98.56061	1	5	6	2	3	2	1	82	48	9999	77
201310436757	98.56061	1	5	6	2	3	3	1	12	42	9999	77
201310436759	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310436768	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310436768	197.12122	1	6	6	2	3	2	1	12	48	9999	77
201310436768	197.12122	1	6	6	2	3	3	1	12	17	9999	77
201310436768	197.12122	1	6	6	2	3	4	1	0	1	9999	77
201310436769	98.56061	1	5	6	2	3	1	1	55	63	5555	55
201310436769	98.56061	1	5	6	2	3	2	1	12	42	9999	77
201310436774	89.85326	1	5	10	2	3	1	2	12	12	1	83
201310436785	217.168	1	6	1	2	3	1	1	55	63	5555	55
201310436785	217.168	1	6	1	2	3	2	1	83	59	9999	77
201310436785	217.168	1	6	1	2	3	3	1	82	42	9999	77
201310436795	217.168	1	6	1	2	3	1	1	11	12	2	5
201310436797	81.438	1	5	1	2	3	1	1	55	63	5555	55
201310436797	81.438	1	5	1	2	3	2	1	12	42	9999	77
201310436806	81.438	1	5	3	2	3	1	1	55	63	5555	55
201310436806	81.438	1	5	3	2	3	2	1	12	53	9999	77
201310436806	81.438	1	5	3	2	3	3	1	12	43	9999	77
201310436806	81.438	1	5	3	2	3	4	1	82	14	2	83
201310436819	323.32026	1	4	4	2	3	1	2	62	12	1	82
201310436820	215.54684	1	6	4	2	3	1	1	55	63	5555	55
201310436820	215.54684	1	6	4	2	3	2	1	12	48	9999	77
201310436820	215.54684	1	6	4	2	3	3	1	0	1	9999	77
201310436835	230.094924	1	6	9	2	3	1	1	55	63	5555	55
201310436835	230.094924	1	6	9	2	3	2	1	12	30	9999	77
201310436836	345.142386	1	4	9	2	3	1	2	12	12	1	6
201310436844	345.142386	1	4	9	2	3	1	2	12	12	1	62
201310436851	230.094924	1	6	9	2	3	1	1	12	11	9999	77
201310436853	345.142386	1	4	9	2	3	1	1	12	11	9999	77
201310436856	57.523731	1	1	9	2	3	1	1	55	64	5555	55
201310436856	57.523731	1	1	9	2	3	2	1	12	42	9999	77
201310436858	179.70652	1	6	10	2	3	1	1	55	68	5555	55
201310436858	179.70652	1	6	10	2	3	2	1	55	64	5555	55
201310436858	179.70652	1	6	10	2	3	3	1	12	38	9999	77
201310436859	89.85326	1	5	10	2	3	1	1	55	63	5555	55
201310436859	89.85326	1	5	10	2	3	2	1	14	43	9999	77
201310436861	179.70652	1	6	10	2	3	1	2	12	12	1	83
201310436864	352.898	1	4	1	2	3	1	2	12	12	1	6
201310436878	352.898	1	4	3	2	3	1	2	6	12	1	12
201310436883	215.54684	1	6	4	2	3	1	1	12	12	2	6
201310436883	215.54684	1	6	4	2	3	2	2	12	12	3	6
201310436885	107.77342	1	5	4	2	3	1	1	12	12	2	6
201310436890	323.32026	1	4	4	2	3	1	1	55	63	5555	55
201310436890	323.32026	1	4	4	2	3	2	1	12	24	9999	77
201310436892	107.77342	1	5	4	2	3	1	1	55	63	5555	55
201310436892	107.77342	1	5	4	2	3	2	1	12	53	9999	77
201310436892	107.77342	1	5	4	2	3	3	1	98	42	9999	77
201310436894	49.280305	1	1	6	2	3	1	2	55	68	5555	55
201310436894	49.280305	1	1	6	2	3	2	2	12	12	1	12
201310436895	344.962135	1	4	6	2	3	1	1	82	8	9999	77
201310436902	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310436902	197.12122	1	6	6	2	3	2	1	12	24	9999	77
201310436902	197.12122	1	6	6	2	3	3	1	6	24	9999	77
201310436905	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310436907	98.56061	1	5	6	2	3	1	1	12	11	9999	77
201310436914	359.41304	1	4	10	2	3	1	3	12	12	2	6
201310436914	359.41304	1	4	10	2	3	2	2	12	12	1	6
201310436919	179.70652	1	6	10	2	3	1	1	55	63	5555	55
201310436919	179.70652	1	6	10	2	3	2	1	12	24	9999	77
201310436920	359.41304	1	4	10	2	3	1	1	12	11	9999	77
201310436932	27.146	1	1	1	2	3	1	1	55	63	5555	55
201310436932	27.146	1	1	1	2	3	2	1	55	69	5555	55
201310436932	27.146	1	1	1	2	3	3	1	55	68	5555	55
201310436932	27.146	1	1	1	2	3	4	1	12	12	2	12
201310436945	323.32026	1	4	4	2	3	1	1	12	12	2	9
201310436948	215.54684	1	6	4	2	3	1	1	55	63	5555	55
201310436948	215.54684	1	6	4	2	3	2	1	12	33	9999	77
201310436956	179.70652	1	6	10	2	3	1	1	55	63	5555	55
201310436956	179.70652	1	6	10	2	3	2	1	12	35	9999	77
201310436957	89.85326	1	5	10	2	3	1	1	55	63	5555	55
201310436957	89.85326	1	5	10	2	3	2	1	12	24	9999	77
201310436958	359.41304	1	4	10	2	3	1	2	55	68	5555	55
201310436958	359.41304	1	4	10	2	3	2	2	9	12	1	9
201310436967	217.168	1	6	3	2	3	1	1	12	12	2	6
201310436977	344.962135	1	4	6	2	3	1	1	11	11	9999	77
201310436981	197.12122	1	6	6	2	3	1	1	55	64	5555	55
201310436981	197.12122	1	6	6	2	3	2	1	12	30	9999	77
201310436986	98.56061	1	5	6	2	3	1	2	12	12	1	12
201310436989	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310436989	197.12122	1	6	6	2	3	2	1	9	59	9999	77
201310436995	344.962135	1	4	6	2	3	1	2	12	12	1	83
201310436998	197.12122	1	6	6	2	3	1	2	12	12	1	6
201310437002	89.85326	1	3	10	2	3	1	1	2	9	9999	77
201310437004	179.70652	1	6	10	2	3	1	2	55	63	5555	55
201310437004	179.70652	1	6	10	2	3	2	2	12	12	1	3
201310437006	359.41304	1	4	10	2	3	1	1	12	11	9999	77
201310437030	323.32026	1	4	4	2	3	1	2	12	12	1	3
201310437037	215.54684	1	6	4	2	3	1	1	55	68	5555	55
201310437037	215.54684	1	6	4	2	3	2	1	12	12	2	12
201310437039	323.32026	1	4	4	2	3	1	1	6	14	2	9
201310437052	344.962135	1	4	6	2	3	1	1	82	12	2	63
201310437061	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310437061	197.12122	1	6	6	2	3	2	1	14	34	9999	77
201310437063	344.962135	1	4	6	2	3	1	2	12	12	1	83
201310437067	197.12122	1	6	6	2	3	1	1	55	68	5555	55
201310437067	197.12122	1	6	6	2	3	2	1	55	64	5555	55
201310437067	197.12122	1	6	6	2	3	3	1	12	39	9999	77
201310437068	98.56061	1	5	6	2	3	1	1	55	63	5555	55
201310437068	98.56061	1	5	6	2	3	2	1	63	24	9999	77
201310437068	98.56061	1	5	6	2	3	3	1	6	24	9999	77
201310437073	98.56061	1	5	6	2	3	1	1	55	64	5555	55
201310437073	98.56061	1	5	6	2	3	2	1	12	30	9999	77
201310437073	98.56061	1	5	6	2	3	3	1	98	43	9999	77
201310437073	98.56061	1	5	6	2	3	4	1	98	35	9999	77
201310437073	98.56061	1	5	6	2	3	5	1	0	1	9999	77
201310437078	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310437078	197.12122	1	6	6	2	3	2	1	12	14	2	6
201310437078	197.12122	1	6	6	2	3	3	1	19	30	9999	77
201310437078	197.12122	1	6	6	2	3	4	1	12	14	2	63
201310437081	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310437086	89.85326	1	5	10	2	3	1	1	55	64	5555	55
201310437086	89.85326	1	5	10	2	3	2	1	12	25	9999	77
201310437120	217.168	1	6	1	2	3	1	1	55	63	5555	55
201310437120	217.168	1	6	1	2	3	2	1	12	59	9999	77
201310437127	81.438	1	5	1	2	3	1	1	12	12	2	62
201310437132	352.898	1	4	1	2	3	1	1	12	11	9999	77
201310437137	217.168	1	6	1	2	3	1	1	55	64	5555	55
201310437137	217.168	1	6	1	2	3	2	1	12	48	9999	77
201310437137	217.168	1	6	1	2	3	3	1	12	42	9999	77
201310437140	352.898	1	4	2	2	3	1	2	12	12	1	9
201310437143	54.292	1	2	2	2	3	1	1	55	64	5555	55
201310437143	54.292	1	2	2	2	3	2	1	12	42	9999	77
201310437159	217.168	1	6	2	2	3	1	1	55	63	5555	55
201310437159	217.168	1	6	2	2	3	2	1	0	1	9999	77
201310437159	217.168	1	6	2	2	3	3	1	3	42	9999	77
201310437159	217.168	1	6	2	2	3	4	1	9	42	9999	77
201310437162	27.146	1	1	2	2	3	1	1	55	63	5555	55
201310437162	27.146	1	1	2	2	3	2	1	12	42	9999	77
201310437162	27.146	1	1	2	2	3	3	1	83	42	9999	77
201310437166	352.898	1	4	3	2	3	1	1	62	11	9999	77
201310437177	215.54684	1	6	4	2	3	1	1	6	12	2	1
201310437179	323.32026	1	4	4	2	3	1	1	6	14	2	62
201310437182	197.12122	1	6	6	2	3	1	1	55	64	5555	55
201310437182	197.12122	1	6	6	2	3	2	1	9	59	9999	77
201310437187	98.56061	1	5	6	2	3	1	1	12	12	2	12
201310437193	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310437193	197.12122	1	6	6	2	3	2	1	12	52	9999	77
201310437193	197.12122	1	6	6	2	3	3	1	0	1	9999	77
201310437197	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310437202	197.12122	1	6	6	2	3	1	1	55	64	5555	55
201310437202	197.12122	1	6	6	2	3	2	1	62	30	9999	77
201310437203	359.41304	1	4	10	2	3	1	1	6	12	2	83
201310437204	89.85326	1	5	10	2	3	1	1	55	68	5555	55
201310437204	89.85326	1	5	10	2	3	2	1	55	64	5555	55
201310437204	89.85326	1	5	10	2	3	3	1	12	59	9999	77
201310437205	179.70652	1	6	10	2	3	1	1	12	12	2	82
201310437207	179.70652	1	6	10	2	3	1	1	55	64	5555	55
201310437207	179.70652	1	6	10	2	3	2	1	12	42	9999	77
201310437227	54.292	1	2	1	2	3	1	1	6	12	2	12
201310437241	215.54684	1	6	4	2	3	1	1	55	63	5555	55
201310437241	215.54684	1	6	4	2	3	2	1	12	59	9999	77
201310437250	344.962135	1	4	6	2	3	1	1	12	53	9999	77
201310437250	344.962135	1	4	6	2	3	2	1	9	53	9999	77
201310437257	57.523731	1	3	9	2	3	1	1	0	5	9999	77
201310437261	230.094924	1	6	9	2	3	1	1	55	63	5555	55
201310437261	230.094924	1	6	9	2	3	2	1	12	24	9999	77
201310437261	230.094924	1	6	9	2	3	3	1	55	69	5555	55
201310437261	230.094924	1	6	9	2	3	4	1	55	63	5555	55
201310437261	230.094924	1	6	9	2	3	5	1	63	24	9999	77
201310437262	345.142386	1	4	9	2	3	1	2	98	11	9999	77
201310437262	345.142386	1	4	9	2	3	2	2	19	54	1	12
201310437269	230.094924	1	6	9	2	3	1	1	55	63	5555	55
201310437269	230.094924	1	6	9	2	3	2	1	12	38	9999	77
201310437269	230.094924	1	6	9	2	3	3	1	63	30	9999	77
201310437273	230.094924	1	6	9	2	3	1	1	55	64	5555	55
201310437273	230.094924	1	6	9	2	3	2	1	12	24	9999	77
201310437277	230.094924	1	6	9	2	3	1	1	55	63	5555	55
201310437277	230.094924	1	6	9	2	3	2	1	12	18	9999	77
201310437277	230.094924	1	6	9	2	3	3	1	12	18	9999	77
201310437280	345.142386	1	4	9	2	3	1	1	55	63	5555	55
201310437280	345.142386	1	4	9	2	3	2	1	9	42	9999	77
201310437283	57.523731	1	1	9	2	3	1	1	55	63	5555	55
201310437283	57.523731	1	1	9	2	3	2	1	9	30	9999	77
201310437284	57.523731	1	1	9	2	3	1	1	55	64	5555	55
201310437284	57.523731	1	1	9	2	3	2	1	12	42	9999	77
201310437287	179.70652	1	6	10	2	3	1	2	12	12	1	9
201310437317	352.898	1	4	3	2	3	1	1	12	12	2	9
201310437327	323.32026	1	4	4	2	3	1	1	12	11	9999	77
201310437337	197.12122	1	6	6	2	3	1	1	55	64	5555	55
201310437337	197.12122	1	6	6	2	3	2	1	12	53	9999	77
201310437337	197.12122	1	6	6	2	3	3	1	12	41	9999	77
201310437337	197.12122	1	6	6	2	3	4	1	12	53	9999	77
201310437337	197.12122	1	6	6	2	3	5	1	12	35	9999	77
201310437343	344.962135	1	4	6	2	3	1	2	55	63	5555	55
201310437343	344.962135	1	4	6	2	3	2	2	55	69	5555	55
201310437343	344.962135	1	4	6	2	3	3	2	55	68	5555	55
201310437343	344.962135	1	4	6	2	3	4	2	12	12	1	63
201310437344	197.12122	1	6	6	2	3	1	1	55	64	5555	55
201310437344	197.12122	1	6	6	2	3	2	1	12	42	9999	77
201310437345	359.41304	1	4	10	2	3	1	1	6	12	2	82
201310437364	352.898	1	4	2	2	3	1	1	82	14	2	9
201310437365	81.438	1	5	2	2	3	1	1	55	63	5555	55
201310437365	81.438	1	5	2	2	3	2	1	12	42	9999	77
201310437365	81.438	1	5	2	2	3	3	1	98	35	9999	77
201310437365	81.438	1	5	2	2	3	4	1	0	2	9999	77
201310437371	215.54684	1	6	4	2	3	1	1	55	63	5555	55
201310437371	215.54684	1	6	4	2	3	2	1	12	42	9999	77
201310437376	323.32026	1	4	4	2	3	1	1	55	63	5555	55
201310437376	323.32026	1	4	4	2	3	2	1	3	42	9999	77
201310437380	215.54684	1	6	4	2	3	1	2	12	12	1	82
201310437393	197.12122	1	6	6	2	3	1	1	12	18	9999	77
201310437394	98.56061	1	5	6	2	3	1	1	55	68	5555	55
201310437394	98.56061	1	5	6	2	3	2	1	6	12	2	62
201310437406	81.438	1	5	1	2	3	1	2	12	12	1	62
201310437408	217.168	1	6	3	2	3	1	1	12	12	2	6
201310437415	107.77342	1	5	4	2	3	1	1	55	64	5555	55
201310437415	107.77342	1	5	4	2	3	2	1	12	52	9999	77
201310437415	107.77342	1	5	4	2	3	3	1	0	1	9999	77
201310437419	323.32026	1	4	4	2	3	1	1	55	63	5555	55
201310437419	323.32026	1	4	4	2	3	2	1	98	30	9999	77
201310437428	49.280305	1	1	6	2	3	1	1	12	12	2	6
201310437428	49.280305	1	1	6	2	3	2	2	55	68	5555	55
201310437428	49.280305	1	1	6	2	3	3	2	12	12	3	12
201310437428	49.280305	1	1	6	2	3	4	2	83	12	4	62
201310437428	49.280305	1	1	6	2	3	5	3	55	63	5555	55
201310437428	49.280305	1	1	6	2	3	6	3	12	24	9999	77
201310437428	49.280305	1	1	6	2	3	7	3	0	1	9999	77
201310437430	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310437431	197.12122	1	6	6	2	3	1	1	14	18	9999	77
201310437438	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310437442	98.56061	1	5	6	2	3	1	2	12	12	1	6
201310437447	49.280305	1	1	6	2	3	1	1	55	63	5555	55
201310437447	49.280305	1	1	6	2	3	2	1	12	8	9999	77
201310437447	49.280305	1	1	6	2	3	3	1	12	24	9999	77
201310437447	49.280305	1	1	6	2	3	4	1	98	42	9999	77
201310437447	49.280305	1	1	6	2	3	5	1	0	1	9999	77
201310437448	49.280305	1	1	6	2	3	1	1	55	68	5555	55
201310437448	49.280305	1	1	6	2	3	2	1	12	12	2	12
201310437451	179.70652	1	6	10	2	3	1	1	12	12	2	6
201310437452	89.85326	1	5	10	2	3	1	1	55	68	5555	55
201310437452	89.85326	1	5	10	2	3	2	1	55	64	5555	55
201310437452	89.85326	1	5	10	2	3	3	1	12	42	9999	77
201310437466	81.438	1	5	2	2	3	1	1	12	12	2	9
201310437470	81.438	1	5	3	2	3	1	1	12	12	2	12
201310437471	352.898	1	4	3	2	3	1	2	12	12	1	9
201310437479	81.438	1	5	3	2	3	1	2	12	12	1	63
201310437479	81.438	1	5	3	2	3	2	1	0	1	9999	77
201310437485	215.54684	1	6	4	2	3	1	1	55	63	5555	55
201310437485	215.54684	1	6	4	2	3	2	1	12	14	2	6
201310437487	323.32026	1	4	4	2	3	1	2	12	12	1	83
201310437493	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310437495	98.56061	1	5	6	2	3	1	1	12	12	2	62
201310437496	49.280305	1	1	6	2	3	1	1	55	68	5555	55
201310437496	49.280305	1	1	6	2	3	2	1	12	12	2	12
201310437506	359.41304	1	4	10	2	3	1	3	12	12	2	6
201310437506	359.41304	1	4	10	2	3	2	2	12	12	1	6
201310437508	106.644961	1	5	16	2	3	1	1	55	64	5555	55
201310437508	106.644961	1	5	16	2	3	2	1	12	48	9999	77
201310437508	106.644961	1	5	16	2	3	3	1	55	67	5555	55
201310437508	106.644961	1	5	16	2	3	4	1	63	30	9999	77
201310437508	106.644961	1	5	16	2	3	5	1	98	42	9999	77
201310437510	106.644961	1	5	16	2	3	1	1	55	63	5555	55
201310437510	106.644961	1	5	16	2	3	2	1	12	39	9999	77
201310437510	106.644961	1	5	16	2	3	3	1	0	1	9999	77
201310437511	106.644961	1	5	16	2	3	1	1	55	64	5555	55
201310437511	106.644961	1	5	16	2	3	2	1	12	32	9999	77
201310437513	213.289922	1	6	16	2	3	1	1	12	12	2	3
201310437515	213.289922	1	6	16	2	3	1	1	55	68	5555	55
201310437515	213.289922	1	6	16	2	3	2	1	55	64	5555	55
201310437515	213.289922	1	6	16	2	3	3	1	12	34	9999	77
201310437537	352.898	1	4	2	2	3	1	1	12	11	9999	77
201310437553	323.32026	1	4	4	2	3	1	1	12	12	2	9
201310437554	215.54684	1	6	4	2	3	1	1	55	64	5555	55
201310437554	215.54684	1	6	4	2	3	2	1	12	30	9999	77
201310437557	98.56061	1	5	6	2	3	1	2	12	12	1	6
201310437558	197.12122	1	6	6	2	3	1	2	55	68	5555	55
201310437558	197.12122	1	6	6	2	3	2	2	12	12	1	12
201310437567	115.047462	1	5	9	2	3	1	1	55	63	5555	55
201310437567	115.047462	1	5	9	2	3	2	1	55	69	5555	55
201310437567	115.047462	1	5	9	2	3	3	1	55	63	5555	55
201310437567	115.047462	1	5	9	2	3	4	1	12	42	9999	77
201310437567	115.047462	1	5	9	2	3	5	1	0	1	9999	77
201310437568	230.094924	1	6	9	2	3	1	1	12	12	2	6
201310437572	345.142386	1	4	9	2	3	1	1	3	11	9999	77
201310437579	57.523731	1	2	9	2	3	1	2	55	68	5555	55
201310437579	57.523731	1	2	9	2	3	2	2	12	12	1	63
201310437580	230.094924	1	6	9	2	3	1	2	12	12	1	83
201310437586	57.523731	1	1	9	2	3	1	1	55	63	5555	55
201310437586	57.523731	1	1	9	2	3	2	1	12	42	9999	77
201310437587	230.094924	1	6	9	2	3	1	1	55	63	5555	55
201310437587	230.094924	1	6	9	2	3	2	1	12	42	9999	77
201310437589	345.142386	1	4	9	2	3	1	1	12	11	9999	77
201310437598	115.047462	1	5	9	2	3	1	1	55	63	5555	55
201310437598	115.047462	1	5	9	2	3	2	1	12	35	9999	77
201310437600	179.70652	1	6	10	2	3	1	1	12	12	2	6
201310437600	179.70652	1	6	10	2	3	2	2	12	12	3	6
201310437612	217.168	1	6	1	2	3	1	2	12	12	1	12
201310437617	352.898	1	4	1	2	3	1	1	55	60	5555	55
201310437617	352.898	1	4	1	2	3	2	1	18	54	2	12
201310437624	352.898	1	4	3	2	3	1	1	55	63	5555	55
201310437624	352.898	1	4	3	2	3	2	1	12	59	9999	77
201310437632	344.962135	1	4	6	2	3	1	1	82	9	9999	77
201310437634	49.280305	1	1	6	2	3	1	2	12	12	1	62
201310437638	49.280305	1	2	6	2	3	1	2	12	12	1	6
201310437642	179.70652	1	6	10	2	3	1	1	55	63	5555	55
201310437642	179.70652	1	6	10	2	3	2	1	0	3	9999	77
201310437643	359.41304	1	4	10	2	3	1	1	55	64	5555	55
201310437643	359.41304	1	4	10	2	3	2	1	62	24	9999	77
201310437676	81.438	1	5	3	2	3	1	1	55	68	5555	55
201310437676	81.438	1	5	3	2	3	2	1	12	12	2	12
201310437676	81.438	1	5	3	2	3	3	2	55	68	5555	55
201310437676	81.438	1	5	3	2	3	4	2	12	12	3	62
201310437676	81.438	1	5	3	2	3	5	5	12	12	4	6
201310437677	217.168	1	6	3	2	3	1	1	12	12	2	6
201310437692	49.280305	1	3	6	2	3	1	1	0	1	9999	77
201310437693	98.56061	1	5	6	2	3	1	2	12	12	1	6
201310437694	197.12122	1	6	6	2	3	1	1	55	64	5555	55
201310437694	197.12122	1	6	6	2	3	2	1	12	24	9999	77
201310437700	179.70652	1	6	10	2	3	1	1	12	12	2	82
201310437700	179.70652	1	6	10	2	3	2	1	55	63	5555	55
201310437700	179.70652	1	6	10	2	3	3	1	12	14	3	3
201310437700	179.70652	1	6	10	2	3	4	2	55	64	5555	55
201310437700	179.70652	1	6	10	2	3	5	2	12	14	3	6
201310437701	89.85326	1	5	10	2	3	1	1	12	12	2	6
201310437701	89.85326	1	5	10	2	3	2	2	12	12	3	7
201310437701	89.85326	1	5	10	2	3	3	3	12	12	4	6
201310437702	359.41304	1	4	10	2	3	1	2	9	12	1	63
201310437704	179.70652	1	6	10	2	3	1	1	12	12	2	6
201310437706	89.85326	1	5	10	2	3	1	1	55	68	5555	55
201310437706	89.85326	1	5	10	2	3	2	1	12	12	2	12
201310437709	89.85326	1	3	10	2	3	1	1	0	1	9999	77
201310437710	359.41304	1	4	10	2	3	1	1	12	35	9999	77
201310437724	81.438	1	5	1	2	3	1	2	12	12	3	6
201310437724	81.438	1	5	1	2	3	2	1	12	12	2	6
201310437726	27.146	1	1	1	2	3	1	1	55	63	5555	55
201310437726	27.146	1	1	1	2	3	2	1	12	42	9999	77
201310437727	27.146	1	1	1	2	3	1	1	55	63	5555	55
201310437727	27.146	1	1	1	2	3	2	1	12	24	9999	77
201310437727	27.146	1	1	1	2	3	3	1	55	69	5555	55
201310437727	27.146	1	1	1	2	3	4	1	55	68	5555	55
201310437727	27.146	1	1	1	2	3	5	2	12	12	1	12
201310437745	323.32026	1	4	4	2	3	1	1	12	12	2	6
201310437748	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310437749	49.280305	1	1	6	2	3	1	1	55	68	5555	55
201310437749	49.280305	1	1	6	2	3	2	1	55	64	5555	55
201310437749	49.280305	1	1	6	2	3	3	1	12	33	9999	77
201310437749	49.280305	1	1	6	2	3	4	1	12	30	9999	77
201310437755	49.280305	1	2	6	2	3	1	2	12	12	1	3
201310437758	344.962135	1	4	6	2	3	1	1	12	11	9999	77
201310437761	89.85326	1	5	10	2	3	1	2	12	12	1	12
201310437766	179.70652	1	6	10	2	3	1	2	62	12	1	9
201310437785	352.898	1	4	1	2	3	1	1	55	63	5555	55
201310437785	352.898	1	4	1	2	3	2	1	12	14	2	12
201310437788	217.168	1	6	1	2	3	1	1	12	11	9999	77
201310437791	81.438	1	5	2	2	3	1	1	12	12	2	6
201310437791	81.438	1	5	2	2	3	2	3	12	12	2	98
201310437791	81.438	1	5	2	2	3	3	3	55	63	5555	55
201310437791	81.438	1	5	2	2	3	4	3	3	30	9999	77
201310437798	53.88671	1	3	4	2	3	1	1	12	8	9999	77
201310437803	197.12122	1	6	6	2	3	1	1	55	63	5555	55
201310437803	197.12122	1	6	6	2	3	2	1	82	34	9999	77
201310437803	197.12122	1	6	6	2	3	3	1	3	42	9999	77
201310437806	49.280305	1	3	6	2	3	1	1	55	63	5555	55
201310437806	49.280305	1	3	6	2	3	2	1	0	1	9999	77
201310437812	344.962135	1	4	6	2	3	1	1	55	68	5555	55
201310437812	344.962135	1	4	6	2	3	2	1	55	64	5555	55
201310437812	344.962135	1	4	6	2	3	3	2	12	12	1	3
201310437814	49.280305	1	3	6	2	3	1	1	82	9	9999	77
201310437816	197.12122	1	6	6	2	3	1	1	12	11	9999	77
201310437821	89.85326	1	5	10	2	3	1	2	12	12	1	82
201310437822	89.85326	1	5	10	2	3	1	4	12	12	3	6
201310437822	89.85326	1	5	10	2	3	2	3	12	12	2	6
201310437822	89.85326	1	5	10	2	3	3	2	12	12	1	6
201310437823	89.85326	1	2	10	2	3	1	1	55	68	5555	55
201310437823	89.85326	1	2	10	2	3	2	2	12	12	1	12
201310437823	89.85326	1	2	10	2	3	3	2	55	64	5555	55
201310437823	89.85326	1	2	10	2	3	4	2	12	24	9999	77
201310437844	352.898	1	4	3	2	3	1	1	12	12	2	6
201310437844	352.898	1	4	3	2	3	2	2	12	12	3	6
201310437853	217.168	1	6	3	2	3	1	1	55	63	5555	55
201310437853	217.168	1	6	3	2	3	2	1	3	33	9999	77
201310437861	352.898	1	4	3	2	3	1	1	12	12	2	83
201310437872	359.41304	1	4	10	2	3	1	2	12	12	1	6
201310437887	217.168	1	6	2	2	3	1	2	12	12	1	82
201310437890	27.146	1	3	2	2	3	1	1	3	15	9999	77
201310437896	215.54684	1	6	4	2	3	1	2	12	12	1	6
201310437897	53.88671	1	1	4	2	3	1	2	12	12	1	9
201310437906	344.962135	1	4	6	2	3	1	2	12	12	1	6
201310437911	49.280305	1	1	6	2	3	1	1	55	68	5555	55
201310437911	49.280305	1	1	6	2	3	2	1	12	12	2	12
201310437913	197.12122	1	6	6	2	3	1	1	12	11	9999	77
201310437918	344.962135	1	4	6	2	3	1	2	12	12	1	6
201310437920	98.56061	1	5	6	2	3	1	1	55	63	5555	55
201310437920	98.56061	1	5	6	2	3	2	1	55	69	5555	55
201310437920	98.56061	1	5	6	2	3	3	1	55	64	5555	55
201310437920	98.56061	1	5	6	2	3	4	1	12	30	9999	77
201310437926	197.12122	1	6	6	2	3	1	2	12	12	1	6
201310437928	345.142386	1	4	9	2	3	1	1	12	12	2	6
201310437929	230.094924	1	6	9	2	3	1	1	55	63	5555	55
201310437929	230.094924	1	6	9	2	3	2	1	14	34	9999	77
201310437936	230.094924	1	6	9	2	3	1	1	55	68	5555	55
201310437936	230.094924	1	6	9	2	3	2	1	55	64	5555	55
201310437936	230.094924	1	6	9	2	3	3	1	3	30	9999	77
