CASENUM	VEH_NO	PER_NO	WEIGHT	REGION	STRATUM	PJ	PSU	PSUSTRAT	MTM_CRSH
201350605535	0	1	19.0507	2	3	1	11	6	0
201353200373	0	1	24.443	3	3	1	43	9	0
201354300382	0	1	19.0507	2	3	1	11	6	0
201354300407	0	1	19.0507	2	3	1	11	6	2
201354300587	0	1	19.0507	2	3	1	11	6	2
201354300667	0	1	19.0507	2	3	1	11	6	0
201354300792	0	1	19.0507	2	3	1	11	6	0
201354300888	0	1	19.0507	2	3	1	11	6	0
201354300916	0	1	19.0507	2	3	2	11	6	0
201354300954	0	1	342.9126	2	4	1	11	6	0
201354301188	0	1	19.0507	2	3	1	11	6	2
201354301188	0	1	19.0507	2	3	1	11	6	9
201354301190	0	1	19.0507	2	3	1	11	6	0
201354301382	0	1	19.0507	2	3	1	11	6	2
201368807186	0	1	20.879	2	3	3	74	4	1
201368807315	0	1	20.879	2	3	1	74	4	1
201368807654	0	1	20.879	2	3	1	74	4	0
201368807889	0	1	20.879	2	3	1	74	4	1
201368808250	0	1	20.879	2	3	2	74	4	9
201368808299	0	1	20.879	2	3	1	74	4	0
201368808803	0	1	20.879	2	3	1	74	4	0
201368808859	0	1	20.879	2	3	9	74	4	0
201368809215	0	1	20.879	2	3	9	74	4	2
201368810023	0	1	20.879	2	3	9	74	4	1
201368810121	0	1	20.879	2	3	1	74	4	1
201368810744	0	1	20.879	2	3	1	74	4	1
201368810744	0	1	20.879	2	3	1	74	4	2
201368810844	0	1	20.879	2	3	1	74	4	2
201368810844	0	1	20.879	2	3	1	74	4	12
201368810976	0	1	20.879	2	3	9	74	4	99
201368811141	0	1	20.879	2	3	9	74	4	99
201368811559	0	1	20.879	2	3	1	74	4	99
201368812190	0	1	20.879	2	3	1	74	4	1
201368812231	0	1	350.7672	2	4	1	74	4	1
201369502706	0	1	16.1504	4	3	3	75	11	0
201369502837	0	1	16.1504	4	3	4	75	11	2
201369502837	0	1	16.1504	4	3	4	75	11	3
201369503484	0	1	16.1504	4	3	3	75	11	0
201369503659	0	1	16.1504	4	3	3	75	11	10
201369503813	0	1	16.1504	4	3	3	75	11	2
201369503834	0	1	347.2336	4	4	4	75	11	2
201369503923	0	1	16.1504	4	3	3	75	11	1
201369503923	0	1	16.1504	4	3	3	75	11	2
201369504106	0	1	16.1504	4	3	4	75	11	12
201369504167	0	1	16.1504	4	3	3	75	11	2
201369504233	0	1	347.2336	4	4	2	75	11	1
201369504536	0	1	16.1504	4	3	3	75	11	2
201369504585	0	1	16.1504	4	3	3	75	11	1
201369504585	0	1	16.1504	4	3	3	75	11	2
201369504638	0	1	209.9552	4	6	3	75	11	6
201369504638	0	1	209.9552	4	6	3	75	11	7
201369504638	0	1	209.9552	4	6	3	75	11	18
201369504638	0	1	209.9552	4	6	3	75	11	21
201369504786	0	1	16.1504	4	3	4	75	11	1
201369504786	0	1	16.1504	4	3	4	75	11	2
201369504957	0	1	16.1504	4	3	3	75	11	0
201369505201	0	1	16.1504	4	3	2	75	11	2
201369505618	0	1	16.1504	4	3	3	75	11	0
201369505633	0	1	16.1504	4	3	4	75	11	0
201369505839	0	1	16.1504	4	3	2	75	11	2
201369505839	0	1	16.1504	4	3	2	75	11	3
201369601787	0	1	16.1504	4	3	2	75	11	2
201369601971	0	1	16.1504	4	3	2	75	11	2
201369601971	0	1	16.1504	4	3	2	75	11	3
201369602117	0	1	16.1504	4	3	2	75	11	98
201369602434	0	1	16.1504	4	3	2	75	11	1
201369602434	0	1	16.1504	4	3	2	75	11	2
201369602654	0	1	16.1504	4	3	2	75	11	12
201369603026	0	1	16.1504	4	3	1	75	11	4
201369603052	0	1	16.1504	4	3	1	75	11	0
201369603354	0	1	16.1504	4	3	1	75	11	1
201369603448	0	1	16.1504	4	3	1	75	11	7
201369603506	0	1	16.1504	4	3	2	75	11	0
201369603537	0	1	16.1504	4	3	2	75	11	2
201369603674	0	1	347.2336	4	4	2	75	11	0
201369603996	0	1	16.1504	4	3	2	75	11	0
201369604065	0	1	16.1504	4	3	3	75	11	6
201369604065	0	1	16.1504	4	3	3	75	11	18
201369604365	0	1	16.1504	4	3	1	75	11	18
201369604809	0	1	16.1504	4	3	2	75	11	1
201369604809	0	1	16.1504	4	3	2	75	11	2
201369604888	0	1	16.1504	4	3	2	75	11	3
201369604888	0	2	16.1504	4	3	2	75	11	3
201369604888	0	3	16.1504	4	3	2	75	11	3
201369605006	0	1	16.1504	4	3	1	75	11	2
201369605006	0	1	16.1504	4	3	1	75	11	3
201369605006	0	1	16.1504	4	3	1	75	11	18
201369605215	0	1	16.1504	4	3	1	75	11	0
201369605293	0	1	16.1504	4	3	2	75	11	12
201369605328	0	1	16.1504	4	3	2	75	11	0
201369605440	0	1	16.1504	4	3	2	75	11	0
201369605696	0	1	16.1504	4	3	2	75	11	0
201369605845	0	1	16.1504	4	3	2	75	11	0
201369605864	0	1	16.1504	4	3	2	75	11	1
201369606614	0	1	16.1504	4	3	2	75	11	0
201369606753	0	1	16.1504	4	3	2	75	11	0
201369606938	0	1	16.1504	4	3	3	75	11	0
201369607074	0	1	16.1504	4	3	2	75	11	4
201371500343	0	1	20.0536	3	3	2	41	7	1
201371803298	0	1	24.443	3	3	1	43	9	4
201371803618	0	1	24.443	3	3	1	43	9	1
201371803861	0	1	354.4235	3	4	1	43	9	5
201371803896	0	1	24.443	3	3	1	43	9	2
201371803987	0	1	24.443	3	3	1	43	9	9
201371804248	0	1	354.4235	3	4	1	43	9	1
201371804248	0	1	354.4235	3	4	1	43	9	2
201371804248	0	2	354.4235	3	4	1	43	9	1
201371804248	0	2	354.4235	3	4	1	43	9	2
201371804319	0	1	24.443	3	3	1	43	9	2
201371804367	0	1	24.443	3	3	1	43	9	0
201371804733	0	1	24.443	3	3	1	43	9	1
201371804785	0	1	24.443	3	3	1	43	9	1
201371805112	0	1	24.443	3	3	3	43	9	2
201371805319	0	1	24.443	3	3	1	43	9	9
201371805633	0	1	24.443	3	3	1	43	9	2
201371805633	0	1	24.443	3	3	1	43	9	3
201371805647	0	1	24.443	3	3	1	43	9	4
201372711702	0	1	22.187978	4	3	7	79	10	0
201372714535	0	1	22.187978	4	3	1	79	10	3
201372714553	0	1	22.187978	4	3	1	79	10	0
201372714571	0	1	22.187978	4	3	1	79	10	9
201372714571	0	1	22.187978	4	3	1	79	10	10
201372714709	0	1	22.187978	4	3	7	79	10	2
201372714709	0	1	22.187978	4	3	7	79	10	3
201372714856	0	1	22.187978	4	3	1	79	10	0
201372714880	0	1	22.187978	4	3	1	79	10	9
201372715143	0	1	22.187978	4	3	7	79	10	0
201372715165	0	1	22.187978	4	3	7	79	10	2
201372715165	0	1	22.187978	4	3	7	79	10	7
201372715184	0	1	22.187978	4	3	7	79	10	99
201372715491	0	1	22.187978	4	3	1	79	10	0
201372715682	0	1	22.187978	4	3	1	79	10	2
201372715688	0	1	22.187978	4	3	1	79	10	2
201372717775	0	1	22.187978	4	3	7	79	10	4
201372717805	0	1	22.187978	4	3	7	79	10	0
201372717845	0	1	22.187978	4	3	7	79	10	2
201372717845	0	1	22.187978	4	3	7	79	10	3
201372717845	0	1	22.187978	4	3	7	79	10	9
201372718293	0	1	22.187978	4	3	1	79	10	0
201372718293	0	2	22.187978	4	3	1	79	10	0
201372718971	0	1	22.187978	4	3	1	79	10	0
201372719782	0	1	22.187978	4	3	1	79	10	0
201372806715	0	1	22.187978	4	3	1	79	10	10
201372806792	0	1	22.187978	4	3	1	79	10	0
201372806876	0	1	22.187978	4	3	7	79	10	2
201372806980	0	1	22.187978	4	3	1	79	10	0
201372807030	0	1	22.187978	4	3	1	79	10	0
201372807040	0	1	22.187978	4	3	1	79	10	2
201372807067	0	1	22.187978	4	3	1	79	10	1
201372807116	0	1	355.007648	4	4	1	79	10	9
201372807153	0	1	22.187978	4	3	7	79	10	9
201372807171	0	1	22.187978	4	3	7	79	10	0
201372807171	0	2	22.187978	4	3	7	79	10	0
201372807197	0	1	22.187978	4	3	1	79	10	2
201372807197	0	1	22.187978	4	3	1	79	10	3
201372807209	0	1	22.187978	4	3	1	79	10	0
201372807227	0	1	22.187978	4	3	1	79	10	0
201372807257	0	1	22.187978	4	3	1	79	10	2
201372807310	0	1	22.187978	4	3	1	79	10	0
201372807370	0	1	22.187978	4	3	7	79	10	0
201372807398	0	1	22.187978	4	3	1	79	10	2
201372807398	0	1	22.187978	4	3	1	79	10	3
201372807398	0	1	22.187978	4	3	1	79	10	14
201372807411	0	1	22.187978	4	3	1	79	10	0
201372807482	0	1	22.187978	4	3	1	79	10	0
201372807538	0	1	22.187978	4	3	1	79	10	98
201372807595	0	1	22.187978	4	3	1	79	10	0
201377100365	0	1	19.0507	2	3	1	11	6	0
201377100444	0	1	342.9126	2	4	1	11	6	0
201377100493	0	1	19.0507	2	3	2	11	6	1
201377100493	0	1	19.0507	2	3	2	11	6	2
201378013900	0	1	13.962	3	3	1	63	7	99
201378013964	0	1	13.962	3	3	1	63	7	1
201378013964	0	1	13.962	3	3	1	63	7	2
201378015143	0	1	13.962	3	3	1	63	7	1
201378015143	0	1	13.962	3	3	1	63	7	2
201378016086	0	1	13.962	3	3	1	63	7	2
201378016723	0	1	180.380327	3	3	17	47	8	1
201378017017	0	1	13.962	3	3	1	63	7	1
201378017017	0	1	13.962	3	3	1	63	7	2
201378017182	0	1	13.962	3	3	1	63	7	2
201378019026	0	1	13.962	3	3	1	63	7	0
201378019950	0	1	13.962	3	3	1	63	7	1
201378019950	0	1	13.962	3	3	1	63	7	2
201378020375	0	1	13.962	3	3	1	63	7	1
201378020375	0	1	13.962	3	3	1	63	7	2
201378020797	0	1	13.962	3	3	1	63	7	1
201378020877	0	1	13.962	3	3	1	63	7	4
201378020986	0	1	13.962	3	1	1	63	7	0
201378021262	0	1	19.6053	3	3	2	47	8	19
201378021995	0	1	19.6053	3	3	1	47	8	1
201378021995	0	1	19.6053	3	3	1	47	8	2
201378022298	0	1	19.6053	3	3	1	47	8	1
201378022298	0	1	19.6053	3	3	1	47	8	12
201378022466	0	1	19.6053	3	3	1	47	8	21
201378022541	0	1	19.6053	3	3	2	47	8	2
201378022716	0	1	19.6053	3	3	2	47	8	21
201378023601	0	1	13.962	3	3	1	63	7	99
201378023683	0	1	13.962	3	3	1	63	7	2
201378023746	0	1	55.848	3	2	1	63	7	0
201378024699	0	1	19.6053	3	3	1	47	8	0
201378024845	0	1	180.380327	3	6	17	47	8	0
201378024923	0	1	19.6053	3	3	2	47	8	19
201378025055	0	1	19.6053	3	3	2	47	8	0
201378025140	0	1	13.962	3	3	1	63	7	0
201378025976	0	1	13.962	3	3	1	63	7	1
201378025976	0	1	13.962	3	3	1	63	7	2
201378026079	0	1	13.962	3	3	1	63	7	2
201378026193	0	1	13.962	3	3	1	63	7	0
201378026948	0	1	18.189	4	3	1	95	11	0
201378027047	0	1	60.63	4	2	1	95	11	0
201378027180	0	1	21.2205	4	3	2	95	11	0
201378027331	0	1	351.654	4	4	1	95	11	0
201378027661	0	1	18.189	4	3	1	95	11	1
201378028025	0	1	18.189	4	3	1	95	11	3
201378028104	0	1	18.189	4	3	1	95	11	0
201378028257	0	1	18.189	4	3	1	95	11	0
201378028607	0	1	18.189	4	3	1	95	11	0
201378029207	0	1	18.189	4	3	1	95	11	0
201378029614	0	1	18.189	4	3	1	95	11	0
201378029815	0	1	18.189	4	3	1	95	11	0
201378029983	0	1	18.189	4	3	1	95	11	6
201378029983	0	2	18.189	4	3	1	95	11	6
201378030359	0	1	18.189	4	3	1	95	11	0
201378030426	0	1	18.189	4	3	1	95	11	1
201378030426	0	1	18.189	4	3	1	95	11	2
201378030712	0	1	18.189	4	3	1	95	11	5
201378031475	0	1	21.2205	4	3	2	95	11	98
201382900358	0	1	21.817892	1	3	5	6	1	0
201382900381	0	1	348.6228	1	4	14	6	1	1
201382900384	0	1	23.24152	1	3	14	6	1	1
201382900407	0	1	19.3375	1	3	2	6	1	2
201382900476	0	1	23.24152	1	3	14	6	1	0
201382900483	0	1	21.950052	1	3	7	6	1	2
201382900483	0	1	21.950052	1	3	7	6	1	3
201382900501	0	1	19.3375	1	3	1	6	1	1
201382900592	0	1	20.242467	1	3	26	6	1	0
201382900606	0	1	17.882712	1	3	11	6	1	0
201382900691	0	1	21.817892	1	3	5	6	1	1
201382900691	0	1	21.817892	1	3	5	6	1	19
201382900704	0	1	23.24152	1	3	14	6	1	1
201382900799	0	1	19.3375	1	3	1	6	1	0
201382900851	0	1	21.950052	1	3	7	6	1	0
201382900882	0	1	14.820011	1	3	20	6	1	1
201382900967	0	1	17.882712	1	3	11	6	1	0
201382900996	0	1	17.238	1	3	4	6	1	1
201382900996	0	1	17.238	1	3	4	6	1	19
201382901009	0	1	92.96608	1	5	14	6	1	0
201382901018	0	1	14.820011	1	3	20	6	1	99
201382901030	0	1	20.242467	1	3	26	6	1	1
201382901032	0	1	20.242467	1	3	26	6	1	0
201382901159	0	1	21.817892	1	3	5	6	1	1
201382901161	0	1	20.242467	1	3	26	6	1	0
201382901167	0	1	20.242467	1	3	26	6	1	19
201382901197	0	1	21.817892	1	3	5	6	1	0
201382901205	0	1	14.820011	1	3	20	6	1	0
201382901313	0	1	348.6228	1	4	14	6	1	1
201382901368	0	1	17.882712	1	3	11	6	1	99
201382901401	0	1	21.950052	1	3	7	6	1	99
201395120607	0	1	20.831	3	3	4	42	8	0
201395120867	0	1	22.36162	3	3	10	42	8	4
201395120867	0	1	22.36162	3	3	10	42	8	19
201395121058	0	1	20.831	3	3	3	42	8	2
201395121058	0	1	20.831	3	3	3	42	8	12
201395121303	0	1	20.831	3	3	2	42	8	1
201395121546	0	1	20.831	3	3	1	42	8	99
201395121566	0	1	20.831	3	3	1	42	8	2
201395121566	0	1	20.831	3	3	1	42	8	9
201395121907	0	1	20.831	3	3	4	42	8	0
201395121946	0	1	20.831	3	3	4	42	8	0
201395122046	0	1	210.433632	1	6	6	21	2	2
201395122109	0	1	23.803876	3	3	11	42	8	1
201395122109	0	1	23.803876	3	3	11	42	8	2
201395122132	0	1	23.803876	3	3	11	42	8	2
201395122401	0	1	20.831	3	3	1	42	8	0
201395122651	0	1	23.803876	3	3	11	42	8	0
201395122665	0	1	23.803876	3	3	11	42	8	0
201395122807	0	1	20.831	3	3	4	42	8	0
201395123322	0	1	20.831	3	3	3	42	8	2
201395123322	0	1	20.831	3	3	3	42	8	3
201395123495	0	1	20.831	3	3	3	42	8	0
201395123626	0	1	17.578142	1	3	11	21	2	0
201395124222	0	1	20.831	3	3	4	42	8	1
201395124582	0	1	20.831	3	3	2	42	8	2
201395124582	0	1	20.831	3	3	2	42	8	12
201395124723	0	1	20.8863	1	3	4	21	2	0
201395124766	0	1	21.92017	1	3	6	21	2	2
201395124802	0	1	17.578142	1	3	11	21	2	0
201395125029	0	1	22.36162	3	3	10	42	8	0
201395125069	0	1	20.831	3	3	4	42	8	2
201395125247	0	1	20.831	3	3	1	42	8	2
201395125446	0	1	20.831	3	3	1	42	8	4
201395125446	0	1	20.831	3	3	1	42	8	9
201395125446	0	1	20.831	3	3	1	42	8	19
201395125498	0	1	20.831	3	3	1	42	8	0
201395125524	0	1	20.831	3	3	1	42	8	0
201395125963	0	1	20.831	3	3	3	42	8	2
201395126112	0	1	20.831	3	3	1	42	8	98
201395126471	0	1	20.831	3	3	1	42	8	0
201395126673	0	1	20.831	3	3	4	42	8	0
201395127091	0	1	22.36162	3	3	10	42	8	0
201395127185	0	1	20.831	3	3	3	42	8	2
201395127248	0	1	23.803876	3	3	11	42	8	2
201395127534	0	1	20.831	3	3	2	42	8	1
201395127534	0	1	20.831	3	3	2	42	8	2
201395127795	0	1	20.831	3	3	1	42	8	1
201395128097	0	1	20.831	3	3	1	42	8	99
201395128161	0	1	20.831	3	3	4	42	8	2
201395128204	0	1	20.831	3	3	4	42	8	0
201395128665	0	1	4.1662	3	1	2	42	8	0
201395128947	0	1	208.31	3	6	2	42	8	0
201395129134	0	1	21.13253	3	3	6	42	8	0
201395130238	0	1	20.831	3	3	1	42	8	0
201395130321	0	1	23.803876	3	3	11	42	8	1
201395130321	0	1	23.803876	3	3	11	42	8	2
201395130478	0	1	20.831	3	3	2	42	8	0
201395131111	0	1	20.831	3	3	1	42	8	2
201395131149	0	1	4.1662	3	1	2	42	8	0
201395131645	0	1	20.831	3	3	1	42	8	2
201395131768	0	1	20.831	3	3	1	42	8	99
201395132295	0	1	20.831	3	3	2	42	8	0
201395132567	0	1	23.803876	3	3	11	42	8	99
201395132616	0	1	20.831	3	3	4	42	8	0
201395132616	0	2	20.831	3	3	4	42	8	0
201395132787	0	1	20.831	3	3	4	42	8	99
201395132965	0	1	20.831	3	3	4	42	8	2
201395133037	0	1	20.831	3	3	4	42	8	8
201395133096	0	1	23.803876	3	3	11	42	8	9
201395133167	0	1	20.831	3	3	4	42	8	99
201395133976	0	1	22.36162	3	3	10	42	8	98
201395134019	0	1	20.831	3	3	4	42	8	0
201395134261	0	1	20.831	3	3	4	42	8	4
201395134261	0	1	20.831	3	3	4	42	8	9
201395134290	0	1	20.831	3	3	4	42	8	0
201395134389	0	1	20.831	3	3	4	42	8	0
201395134741	0	1	345.156202	3	4	11	42	8	0
201395134752	0	1	23.803876	3	3	11	42	8	0
201395134760	0	1	59.50969	3	2	11	42	8	0
201395134778	0	1	23.803876	3	3	11	42	8	0
201395134810	0	1	20.831	3	3	1	42	8	1
201395134860	0	1	20.831	3	3	1	42	8	1
201395134975	0	1	20.831	3	3	1	42	8	99
201395135609	0	1	20.831	3	3	1	42	8	1
201395136494	0	1	20.831	3	3	1	42	8	2
201395136494	0	1	20.831	3	3	1	42	8	6
201395137073	0	1	20.831	3	3	1	42	8	1
201395137714	0	1	20.831	3	3	1	42	8	0
201395137815	0	1	20.831	3	3	1	42	8	2
201395137851	0	1	20.831	3	3	4	42	8	2
201395138030	0	1	20.831	3	3	4	42	8	0
201395138384	0	1	20.831	3	3	4	42	8	98
201395138810	0	1	20.831	3	3	3	42	8	0
201395139303	0	1	23.803876	3	3	11	42	8	1
201395139303	0	1	23.803876	3	3	11	42	8	6
201395139313	0	1	345.156202	3	4	11	42	8	0
201395139322	0	1	23.803876	3	3	11	42	8	2
201395139340	0	1	23.803876	3	3	11	42	8	0
201395139716	0	1	20.831	3	3	1	42	8	0
201395142636	0	1	20.831	3	3	1	42	8	2
201395142857	0	1	20.831	3	3	1	42	8	9
201395142857	0	1	20.831	3	3	1	42	8	13
201395142873	0	1	4.1662	3	1	1	42	8	0
201395143743	0	1	20.831	3	3	1	42	8	0
201395143854	0	1	20.831	3	3	1	42	8	99
201395224051	0	1	18.4664	2	3	1	33	5	0
201395224237	0	1	20.936	2	3	1	32	4	2
201395225042	0	1	18.9049	2	3	1	10	5	2
201395225154	0	1	22.615392	2	3	5	10	5	1
201395226398	0	1	20.936	2	3	1	32	4	99
201395226417	0	1	20.936	2	3	1	32	4	12
201395226474	0	1	20.936	2	3	1	32	4	2
201395227673	0	1	13.59662	2	3	15	10	5	0
201395228709	0	1	20.936	2	3	1	32	4	0
201395229212	0	1	20.936	2	3	1	32	4	0
201395229733	0	1	20.936	2	3	1	32	4	0
201395230353	0	1	20.936	2	3	1	32	4	0
201395230401	0	1	18.4664	2	3	1	33	5	0
201395230617	0	1	22.771587	2	3	16	33	5	21
201395230708	0	1	18.9049	2	3	2	10	5	0
201395231134	0	1	13.59662	2	3	15	10	5	0
201395231149	0	1	20.936	2	3	1	32	4	0
201395231175	0	1	20.936	2	3	1	32	4	99
201395232724	0	1	13.59662	2	3	15	10	5	0
201395232731	0	1	17.006254	2	3	17	10	5	19
201395232746	0	1	20.936	2	3	1	32	4	1
201395232746	0	1	20.936	2	3	1	32	4	12
201395232936	0	1	41.872	2	3	2	32	4	0
201395233239	0	1	22.615392	2	3	5	10	5	1
201395233280	0	1	17.006254	2	3	17	10	5	2
201395233751	0	1	18.9049	2	3	1	10	5	2
201395233809	0	1	18.9049	2	3	2	10	5	0
201395234574	0	1	18.9049	2	3	1	10	5	2
201395234667	0	1	18.9049	2	3	3	10	5	2
201395234667	0	1	18.9049	2	3	3	10	5	19
201395234732	0	1	19.256208	2	3	8	10	5	0
201395235031	0	1	22.771587	2	3	16	33	5	0
201395235270	0	1	88.510093	1	3	8	22	2	0
201395235427	0	1	17.578142	1	3	11	21	2	2
201395235427	0	1	17.578142	1	3	11	21	2	9
201395235586	0	1	60.604516	1	3	6	22	2	1
201395235821	0	1	19.256208	2	3	8	10	5	0
201395235850	0	1	13.59662	2	3	15	10	5	0
201395235874	0	1	20.936	2	3	1	32	4	1
201395236464	0	1	20.8863	1	3	3	21	2	2
201395236724	0	1	18.9049	2	3	3	10	5	1
201395237501	0	1	60.604516	1	3	6	22	2	98
201395237508	0	1	88.510093	1	3	8	22	2	0
201395237668	0	1	18.9049	2	3	2	10	5	0
201395237949	0	1	20.936	2	3	1	32	4	2
201395238907	0	1	17.006254	2	3	17	10	5	0
201395238929	0	1	20.936	2	3	1	32	4	0
201395238986	0	1	18.4664	2	3	1	33	5	99
201395239370	0	1	88.510093	1	3	8	22	2	0
201395239467	0	1	18.9049	2	3	3	10	5	0
201395239630	0	1	18.4664	2	3	1	33	5	0
201395239847	0	1	22.771587	2	3	16	33	5	0
201395240136	0	1	14.341067	1	3	16	21	2	2
201395240136	0	1	14.341067	1	3	16	21	2	12
201395240640	0	1	90.461568	2	5	5	10	5	0
201395241475	0	1	4.1872	2	1	2	32	4	0
201395241717	0	1	23.850345	1	3	9	21	2	0
201395242113	0	1	18.4664	2	3	2	33	5	0
201395242315	0	1	22.270016	2	3	12	33	5	2
201395242628	0	1	22.615392	2	3	5	10	5	2
201395242907	0	1	18.746074	2	3	6	33	5	0
201395243504	0	1	20.936	2	3	1	32	4	0
201395244402	0	1	18.9049	2	3	2	10	5	0
201395244680	0	1	13.59662	2	3	15	10	5	0
201395244680	0	2	13.59662	2	3	15	10	5	0
201395244683	0	1	13.59662	2	3	15	10	5	0
201395244692	0	1	13.59662	2	3	15	10	5	0
201395245056	0	1	18.4664	2	3	1	33	5	0
201395245267	0	1	22.270016	2	3	12	33	5	0
201395245562	0	1	21.92017	1	3	6	21	2	0
201395245685	0	1	18.9049	2	3	2	10	5	0
201395245936	0	1	18.4664	2	3	1	33	5	2
201395246094	0	1	18.76551	2	3	8	33	5	0
201395246151	0	1	20.936	2	3	1	32	4	1
201395246151	0	1	20.936	2	3	1	32	4	12
201395246161	0	1	20.936	2	3	1	32	4	0
201395246481	0	1	20.936	2	3	1	32	4	98
201395246485	0	1	20.936	2	3	1	32	4	21
201395246880	0	1	23.850345	1	3	9	21	2	9
201395246880	0	1	23.850345	1	3	9	21	2	14
201395246880	0	1	23.850345	1	3	9	21	2	17
201395247073	0	1	18.9049	2	3	4	10	5	98
201395247164	0	1	27.097744	2	3	24	10	5	2
201395247295	0	1	41.872	2	3	2	32	4	21
201395247705	0	1	18.746074	2	3	6	33	5	0
201395247716	0	1	18.746074	2	3	6	33	5	0
201395247743	0	1	22.270016	2	3	12	33	5	0
201395247817	0	1	20.8863	1	3	4	21	2	99
201395247936	0	1	18.9049	2	3	1	10	5	21
201395248317	0	1	19.256208	2	3	8	10	5	0
201395248342	0	1	20.936	2	3	1	32	4	1
201395249030	0	1	17.006254	2	3	17	10	5	3
201395249030	0	1	17.006254	2	3	17	10	5	19
201395249119	0	1	18.4664	2	3	1	33	5	2
201395249119	0	1	18.4664	2	3	1	33	5	9
201395249518	0	1	60.604516	1	3	6	22	2	1
201395250638	0	1	18.4664	2	3	1	33	5	0
201395250872	0	1	18.746074	2	3	6	33	5	2
201395250872	0	1	18.746074	2	3	6	33	5	17
201395251434	0	1	4.1872	2	1	2	32	4	0
201395251434	0	2	4.1872	2	1	2	32	4	0
201395251479	0	1	18.76551	2	3	8	33	5	1
201395251561	0	1	20.936	2	3	1	32	4	0
201395251767	0	1	22.615392	2	3	5	10	5	98
201395251858	0	1	20.936	2	3	1	32	4	0
201395251860	0	1	20.936	2	3	1	32	4	0
201395251912	0	1	20.936	2	3	1	32	4	0
201395252291	0	1	22.771587	2	3	16	33	5	7
201395252534	0	1	20.8863	1	3	3	21	2	1
201395252683	0	1	17.578142	1	3	11	21	2	0
201395253074	0	1	27.097744	2	3	24	10	5	1
201395253101	0	1	20.936	2	3	1	32	4	21
201395253170	0	1	18.4664	2	3	1	33	5	2
201395253170	0	1	18.4664	2	3	1	33	5	3
201395253871	0	1	20.936	2	3	1	32	4	99
201395255041	0	1	20.8863	1	3	4	21	2	98
201395255192	0	1	89.1231	2	5	1	10	5	0
201395255365	0	1	13.59662	2	3	15	10	5	0
201395255365	0	2	13.59662	2	3	15	10	5	0
201395256095	0	1	23.850345	1	3	9	21	2	1
201395256335	0	1	19.256208	2	3	8	10	5	2
201395256693	0	1	18.4664	2	3	1	33	5	2
201395257371	0	1	22.771587	2	3	16	33	5	1
201395257682	0	1	13.59662	2	3	15	10	5	2
201395259831	0	1	18.9049	2	3	3	10	5	19
201395307806	0	1	34.7147	3	3	3	61	9	1
201395307806	0	1	34.7147	3	3	3	61	9	2
201395307809	0	1	34.7147	3	3	5	61	9	2
201395308026	0	1	34.7147	3	3	1	61	9	0
201395308223	0	1	34.7147	3	3	1	61	9	0
201395308255	0	1	347.147	3	4	1	61	9	0
201395308260	0	1	34.7147	3	3	1	61	9	0
201395308345	0	1	34.7147	3	3	5	61	9	0
201395308470	0	1	19.318769	1	3	5	7	2	2
201395308487	0	1	52.036106	1	3	10	7	2	19
201395308690	0	1	34.7147	3	3	2	61	9	0
201395308704	0	1	34.7147	3	3	2	61	9	9
201395308709	0	1	34.7147	3	3	2	61	9	99
201395308715	0	1	34.7147	3	3	2	61	9	0
201395308733	0	1	34.7147	3	3	2	61	9	1
201395308733	0	1	34.7147	3	3	2	61	9	2
201395308745	0	1	34.7147	3	3	2	61	9	4
201395308745	0	1	34.7147	3	3	2	61	9	1
201395308759	0	1	34.7147	3	3	2	61	9	0
201395308785	0	1	34.7147	3	3	2	61	9	99
201395308796	0	1	34.7147	3	3	2	61	9	0
201395308797	0	1	347.147	3	4	2	61	9	0
201395308798	0	1	34.7147	3	3	2	61	9	0
201395308814	0	1	34.7147	3	3	1	61	9	0
201395308842	0	1	347.147	3	4	1	61	9	1
201395308855	0	1	34.7147	3	3	1	61	9	0
201395308861	0	1	34.7147	3	3	1	61	9	0
201395309004	0	1	22.464	3	3	5	46	8	2
201395309004	0	1	22.464	3	3	5	46	8	6
201395309004	0	1	22.464	3	3	5	46	8	19
201395309071	0	1	18.7934	1	3	3	7	2	1
201395309092	0	1	34.573842	1	3	8	7	2	0
201395309218	0	1	34.7147	3	3	3	61	9	0
201395309276	0	1	34.7147	3	3	1	61	9	0
201395309323	0	1	34.7147	3	3	1	61	9	0
201395309336	0	1	34.7147	3	3	6	61	9	6
201395309337	0	1	34.7147	3	3	6	61	9	2
201395309677	0	1	34.7147	3	3	1	61	9	2
201395309685	0	1	34.7147	3	3	1	61	9	0
201395309691	0	1	34.7147	3	3	1	61	9	2
201395309705	0	1	34.7147	3	3	1	61	9	1
201395309705	0	1	34.7147	3	3	1	61	9	19
201395309732	0	1	34.7147	3	3	1	61	9	4
201395309745	0	1	34.7147	3	3	1	61	9	2
201395309745	0	1	34.7147	3	3	1	61	9	3
201395309807	0	1	34.7147	3	3	5	61	9	0
201395310016	0	1	34.7147	3	3	1	61	9	0
201395310046	0	1	347.147	3	4	1	61	9	0
201395310063	0	1	34.7147	3	3	2	61	9	3
201395310063	0	2	34.7147	3	3	2	61	9	3
201395310074	0	1	34.7147	3	3	2	61	9	6
201395310087	0	1	34.7147	3	3	2	61	9	0
201395310127	0	1	34.7147	3	3	2	61	9	0
201395310133	0	1	34.7147	3	3	2	61	9	0
