MDRMANAV	REGION	STRATUM	CASENUM	WEIGHT	PJ	PSU	VEHNO
98	3	1	201015450322	10.027	1	41	1
98	3	1	201015450322	10.027	1	41	2
99	3	4	201015450330	290.777	2	41	1
0	3	4	201015450330	290.777	2	41	2
0	3	3	201015450333	20.054	1	41	1
98	3	3	201015450333	20.054	1	41	2
98	3	1	201015450334	10.027	1	41	1
98	3	1	201015450334	10.027	1	41	2
99	3	5	201015450337	60.161	2	41	1
0	3	5	201015450337	60.161	2	41	2
0	3	5	201015450337	60.161	2	41	3
98	3	3	201015450338	20.054	3	41	1
98	3	3	201015450338	20.054	3	41	2
99	3	6	201015450349	130.348	2	41	1
0	3	3	201015450352	20.054	1	41	1
98	3	3	201015450365	20.054	2	41	1
98	3	3	201015450365	20.054	2	41	2
98	3	1	201015450378	10.027	2	41	1
0	3	1	201015450378	10.027	2	41	2
98	3	3	201015450379	20.054	3	41	1
0	3	2	201015450381	10.027	1	41	1
98	3	3	201015450385	20.054	2	41	1
98	3	3	201015450385	20.054	2	41	2
0	3	5	201015450390	60.161	4	41	1
0	3	2	201015450391	10.027	3	41	1
0	3	2	201015450391	10.027	3	41	2
0	3	5	201015450399	60.161	3	41	1
0	3	6	201015450400	130.348	3	41	1
99	3	3	201015450401	20.054	3	41	1
98	3	3	201015450401	20.054	3	41	2
0	3	3	201015450401	20.054	3	41	3
0	3	1	201015450405	10.027	3	41	1
98	3	6	201015450406	130.348	1	41	1
98	3	6	201015450406	130.348	1	41	2
98	3	3	201015450409	20.054	1	41	1
4	3	3	201015450426	20.054	1	41	1
98	3	4	201015450429	290.777	1	41	1
98	3	4	201015450429	290.777	1	41	2
98	3	3	201015450449	20.054	2	41	1
0	3	3	201015450449	20.054	2	41	2
98	3	5	201015450452	60.161	2	41	1
0	3	5	201015450452	60.161	2	41	2
98	3	1	201015450457	10.027	2	41	1
0	3	1	201015450457	10.027	2	41	2
0	3	1	201015450457	10.027	2	41	3
0	3	1	201015450457	10.027	2	41	4
98	3	6	201015450461	130.348	2	41	1
0	3	6	201015450461	130.348	2	41	2
0	3	6	201015450461	130.348	2	41	3
0	3	6	201015450461	130.348	2	41	4
98	3	3	201015450468	20.054	2	41	1
98	3	5	201015450480	60.161	2	41	1
98	3	5	201015450480	60.161	2	41	2
98	3	3	201015450483	20.054	2	41	1
0	3	3	201015450483	20.054	2	41	2
99	3	4	201015450489	290.777	2	41	1
0	3	4	201015450489	290.777	2	41	2
98	3	3	201015450491	20.054	2	41	1
98	3	2	201015450498	10.027	1	41	1
98	3	2	201015450498	10.027	1	41	2
99	3	3	201015450506	20.054	2	41	1
98	3	2	201015450514	10.027	4	41	1
98	3	2	201015450514	10.027	4	41	2
98	3	1	201015450520	10.027	3	41	1
0	3	1	201015450520	10.027	3	41	2
98	3	5	201015450536	60.161	1	41	1
0	3	5	201015450536	60.161	1	41	2
4	3	6	201015450547	130.348	1	41	1
0	3	6	201015450547	130.348	1	41	2
5	3	3	201015450551	20.054	1	41	1
0	3	4	201015450560	290.777	1	41	1
98	3	6	201015450582	130.348	2	41	1
0	3	6	201015450582	130.348	2	41	2
0	3	6	201015450582	130.348	2	41	3
98	3	1	201015450584	10.027	2	41	1
0	3	1	201015450584	10.027	2	41	2
98	3	3	201015450594	20.054	2	41	1
98	3	3	201015450594	20.054	2	41	2
98	3	3	201015450600	20.054	2	41	1
0	3	5	201015450602	60.161	2	41	1
0	3	2	201015450608	10.027	1	41	1
0	3	2	201015450608	10.027	1	41	2
98	3	2	201015450609	10.027	1	41	1
98	3	2	201015450609	10.027	1	41	2
0	3	5	201015450611	60.161	1	41	1
99	3	4	201015450635	290.777	3	41	1
98	3	4	201015450635	290.777	3	41	2
98	3	3	201015450637	20.054	1	41	1
99	3	6	201015450654	130.348	1	41	1
98	3	6	201015450654	130.348	1	41	2
98	3	3	201015450655	20.054	1	41	1
0	3	3	201015450655	20.054	1	41	2
98	3	1	201015450659	10.027	3	41	1
0	3	1	201015450662	10.027	3	41	1
98	3	3	201015450668	20.054	1	41	1
98	3	3	201015450668	20.054	1	41	2
98	3	4	201015450680	290.777	1	41	1
98	3	3	201015450683	20.054	1	41	1
98	3	3	201015450707	20.054	2	41	1
0	3	3	201015450707	20.054	2	41	2
0	3	3	201015450707	20.054	2	41	3
0	3	6	201015450737	130.348	3	41	1
0	3	6	201015450737	130.348	3	41	2
0	3	3	201015450741	20.054	3	41	1
98	3	1	201015450746	10.027	3	41	1
98	3	1	201015450746	10.027	3	41	2
99	3	6	201015450748	130.348	2	41	1
4	3	6	201015450748	130.348	2	41	2
98	3	6	201015450751	130.348	1	41	1
98	3	6	201015450751	130.348	1	41	2
98	3	3	201015450768	20.054	1	41	1
98	3	3	201015450768	20.054	1	41	2
98	3	3	201015450768	20.054	1	41	3
98	3	3	201015450769	20.054	2	41	1
98	3	5	201015450777	60.161	2	41	1
0	3	5	201015450777	60.161	2	41	2
0	3	2	201015450778	10.027	1	41	1
98	3	2	201015450778	10.027	1	41	2
98	3	5	201015450789	60.161	1	41	1
98	3	5	201015450789	60.161	1	41	2
99	3	4	201015450790	290.777	2	41	1
98	3	4	201015450790	290.777	2	41	2
98	3	2	201015450797	10.027	1	41	1
0	3	2	201015450797	10.027	1	41	2
0	3	2	201015450797	10.027	1	41	3
98	3	1	201015450810	10.027	1	41	1
98	3	1	201015450810	10.027	1	41	2
98	3	3	201015450812	20.054	1	41	1
99	3	4	201015450813	290.777	1	41	1
98	3	4	201015450813	290.777	1	41	2
4	3	6	201015450819	130.348	1	41	1
0	3	6	201015450819	130.348	1	41	2
98	3	2	201015450828	10.027	1	41	1
98	3	2	201015450828	10.027	1	41	2
4	3	6	201015450850	130.348	4	41	1
98	3	6	201015450850	130.348	4	41	2
0	3	1	201015450853	10.027	3	41	1
4	3	1	201015450853	10.027	3	41	2
4	3	5	201015450854	60.161	3	41	1
92	3	1	201015450859	10.027	3	41	1
99	3	3	201015450872	20.054	2	41	1
98	3	6	201015450883	130.348	2	41	1
98	3	6	201015450883	130.348	2	41	2
98	3	5	201015450900	60.161	1	41	1
98	3	5	201015450900	60.161	1	41	2
98	3	3	201015450905	20.054	1	41	1
98	3	3	201015450921	20.054	1	41	1
98	3	4	201015450933	290.777	1	41	1
98	3	4	201015450933	290.777	1	41	2
98	3	6	201015450938	130.348	1	41	1
98	3	6	201015450938	130.348	1	41	2
0	3	5	201015450943	60.161	1	41	1
5	3	3	201015450946	20.054	1	41	1
98	3	3	201015450946	20.054	1	41	2
98	3	3	201015450946	20.054	1	41	3
98	3	3	201015450956	20.054	1	41	1
0	3	3	201015450956	20.054	1	41	2
0	3	3	201015450956	20.054	1	41	3
98	3	3	201015450968	20.054	1	41	1
0	3	5	201015450976	60.161	1	41	1
4	3	5	201015450976	60.161	1	41	2
98	3	5	201015450976	60.161	1	41	3
0	3	2	201015450996	10.027	3	41	1
0	3	2	201015450996	10.027	3	41	2
0	3	2	201015450996	10.027	3	41	3
98	3	2	201015450996	10.027	3	41	4
98	3	3	201015451018	20.054	2	41	1
99	3	3	201015451023	20.054	2	41	1
98	3	1	201015451030	10.027	2	41	1
98	3	1	201015451030	10.027	2	41	2
98	3	1	201015451032	10.027	2	41	1
98	3	1	201015451032	10.027	2	41	2
98	3	5	201015451037	60.161	2	41	1
0	3	5	201015451037	60.161	2	41	2
98	3	4	201015451043	290.777	2	41	1
0	3	4	201015451043	290.777	2	41	2
0	3	3	201015451046	20.054	2	41	1
98	3	6	201015451047	130.348	2	41	1
98	3	6	201015451047	130.348	2	41	2
98	3	2	201015451051	10.027	3	41	1
98	3	2	201015451051	10.027	3	41	2
92	3	1	201015451052	10.027	3	41	1
98	3	3	201015451057	20.054	1	41	1
98	3	3	201015451057	20.054	1	41	2
98	3	6	201015451059	130.348	1	41	1
98	3	6	201015451059	130.348	1	41	2
98	3	4	201015451070	290.777	1	41	1
0	3	4	201015451070	290.777	1	41	2
0	3	3	201015451092	20.054	1	41	1
0	3	3	201015451092	20.054	1	41	2
0	3	3	201015451092	20.054	1	41	3
98	3	2	201015451095	10.027	1	41	1
95	3	2	201015451095	10.027	1	41	2
98	3	5	201015451133	60.161	1	41	1
98	3	5	201015451133	60.161	1	41	2
0	3	6	201015451137	130.348	1	41	1
98	3	6	201015451137	130.348	1	41	2
0	3	1	201015451144	10.027	1	41	1
99	3	1	201015451145	10.027	2	41	1
98	3	1	201015451145	10.027	2	41	2
98	3	4	201015451164	290.777	1	41	1
0	3	4	201015451164	290.777	1	41	2
5	3	3	201015451170	20.054	1	41	1
98	3	1	201015451180	10.027	1	41	1
98	3	1	201015451180	10.027	1	41	2
92	3	5	201015451196	60.161	3	41	1
98	3	6	201015451199	130.348	3	41	1
0	3	6	201015451199	130.348	3	41	2
0	3	6	201015451199	130.348	3	41	3
0	3	4	201015451204	290.777	3	41	1
98	3	3	201015451206	20.054	1	41	1
0	3	3	201015451206	20.054	1	41	2
98	3	1	201015451207	10.027	1	41	1
98	3	1	201015451207	10.027	1	41	2
98	3	6	201015451215	130.348	1	41	1
98	3	6	201015451215	130.348	1	41	2
98	3	5	201015451217	60.161	1	41	1
98	3	5	201015451217	60.161	1	41	2
0	3	3	201015451218	20.054	2	41	1
98	3	3	201015451235	20.054	1	41	1
98	3	5	201015451247	60.161	2	41	1
0	3	5	201015451247	60.161	2	41	2
98	3	4	201015451250	290.777	2	41	1
0	3	4	201015451250	290.777	2	41	2
98	3	6	201015451254	130.348	2	41	1
98	3	6	201015451254	130.348	2	41	2
98	3	3	201015451258	20.054	2	41	1
99	3	3	201015451264	20.054	1	41	1
98	3	3	201015451273	20.054	1	41	1
0	3	3	201015451273	20.054	1	41	2
98	3	1	201015451283	10.027	2	41	1
98	3	1	201015451283	10.027	2	41	2
0	3	1	201015451310	10.027	3	41	1
98	3	4	201015451334	290.777	1	41	1
0	3	4	201015451334	290.777	1	41	2
98	3	6	201015451336	130.348	1	41	1
98	3	6	201015451336	130.348	1	41	2
98	3	3	201015451337	20.054	1	41	1
98	3	3	201015451337	20.054	1	41	2
0	3	1	201015451340	10.027	1	41	1
98	3	3	201015451343	20.054	1	41	1
0	3	3	201015451343	20.054	1	41	2
98	3	1	201015451348	10.027	1	41	1
0	3	1	201015451348	10.027	1	41	2
98	3	1	201015451349	10.027	1	41	1
98	3	1	201015451349	10.027	1	41	2
98	3	5	201015451354	60.161	1	41	1
98	3	5	201015451354	60.161	1	41	2
0	3	1	201015451364	10.027	2	41	1
98	3	3	201015451367	20.054	2	41	1
0	3	3	201015451367	20.054	2	41	2
0	3	3	201015451367	20.054	2	41	3
99	3	6	201015451380	130.348	2	41	1
98	3	3	201015451381	20.054	1	41	1
98	3	3	201015451381	20.054	1	41	2
0	3	5	201015451385	60.161	2	41	1
98	3	3	201015451402	20.054	1	41	1
0	3	5	201015451412	60.161	1	41	1
98	3	5	201015451412	60.161	1	41	2
98	3	6	201015451421	130.348	1	41	1
0	3	6	201015451421	130.348	1	41	2
99	3	3	201015451422	20.054	1	41	1
98	3	3	201015451432	20.054	3	41	1
98	3	3	201015451432	20.054	3	41	2
4	3	3	201015451432	20.054	3	41	3
0	3	1	201015451434	10.027	3	41	1
98	3	3	201015451443	20.054	3	41	1
98	3	3	201015451443	20.054	3	41	2
98	3	3	201015451445	20.054	2	41	1
98	3	3	201015451445	20.054	2	41	2
98	3	2	201015451460	10.027	1	41	1
0	3	2	201015451460	10.027	1	41	2
98	3	4	201015451472	290.777	1	41	1
0	3	4	201015451472	290.777	1	41	2
0	3	3	201015451479	20.054	1	41	1
98	3	3	201015451479	20.054	1	41	2
98	3	5	201015451491	60.161	1	41	1
0	3	5	201015451491	60.161	1	41	2
0	3	5	201015451491	60.161	1	41	3
99	3	3	201015451497	20.054	1	41	1
98	3	6	201015451506	130.348	1	41	1
98	3	6	201015451506	130.348	1	41	2
98	3	5	201015451515	60.161	1	41	1
0	3	5	201015451515	60.161	1	41	2
0	3	5	201015451515	60.161	1	41	3
98	3	3	201015451546	20.054	1	41	1
98	3	3	201015451546	20.054	1	41	2
98	3	6	201015451552	130.348	1	41	1
0	3	6	201015451552	130.348	1	41	2
98	3	3	201015451553	20.054	1	41	1
98	3	4	201015451558	290.777	1	41	1
0	3	4	201015451558	290.777	1	41	2
98	3	3	201015451561	20.054	1	41	1
98	3	3	201015451561	20.054	1	41	2
0	3	1	201015451578	10.027	3	41	1
98	3	1	201015451587	10.027	1	41	1
98	3	1	201015451587	10.027	1	41	2
0	3	1	201015451587	10.027	1	41	3
98	3	6	201015451600	130.348	1	41	1
98	3	6	201015451600	130.348	1	41	2
0	3	3	201015451605	20.054	1	41	1
0	3	6	201015451622	130.348	2	41	1
4	3	6	201015451622	130.348	2	41	2
98	3	4	201015451624	290.777	2	41	1
98	3	4	201015451624	290.777	2	41	2
98	3	3	201015451627	20.054	2	41	1
98	3	3	201015451627	20.054	2	41	2
98	3	5	201015451645	60.161	2	41	1
0	3	5	201015451645	60.161	2	41	2
0	3	5	201015451645	60.161	2	41	3
99	3	3	201015451648	20.054	2	41	1
98	3	3	201015451648	20.054	2	41	2
98	3	1	201015451650	10.027	1	41	1
99	3	1	201015451650	10.027	1	41	2
98	3	3	201015451653	20.054	1	41	1
99	3	4	201015451687	290.777	1	41	1
4	3	4	201015451687	290.777	1	41	2
0	3	4	201015451687	290.777	1	41	3
98	3	3	201015451691	20.054	1	41	1
0	3	5	201015451692	60.161	1	41	1
92	3	6	201015451698	130.348	3	41	1
98	3	3	201015451703	20.054	2	41	1
0	3	4	201015451714	290.777	3	41	1
98	3	3	201015451726	20.054	1	41	1
98	3	3	201015451726	20.054	1	41	2
0	3	5	201015451765	60.161	3	41	1
0	3	3	201015451772	20.054	2	41	1
98	3	3	201015451772	20.054	2	41	2
98	3	4	201015451778	290.777	2	41	1
98	3	4	201015451778	290.777	2	41	2
0	3	1	201015451784	10.027	1	41	1
99	3	1	201015451796	10.027	1	41	1
98	3	1	201015451796	10.027	1	41	2
98	3	1	201015451796	10.027	1	41	3
98	3	1	201015451796	10.027	1	41	4
98	3	1	201015451796	10.027	1	41	5
99	3	4	201015451797	290.777	1	41	1
98	3	3	201015451798	20.054	1	41	1
98	3	6	201015451806	130.348	1	41	1
0	3	6	201015451806	130.348	1	41	2
0	3	3	201015451821	20.054	1	41	1
98	3	4	201015451835	290.777	4	41	1
0	3	3	201015451836	20.054	1	41	1
99	3	6	201015451882	130.348	2	41	1
98	3	3	201015451883	20.054	2	41	1
99	3	3	201015451891	20.054	2	41	1
98	3	6	201015451897	130.348	1	41	1
0	3	6	201015451897	130.348	1	41	2
0	3	6	201015451897	130.348	1	41	3
98	3	5	201015451903	60.161	1	41	1
98	3	5	201015451903	60.161	1	41	2
98	3	3	201015451911	20.054	1	41	1
0	3	1	201015451933	10.027	3	41	1
99	3	3	201015451940	20.054	3	41	1
0	3	3	201015451940	20.054	3	41	2
99	3	3	201015451971	20.054	2	41	1
98	3	5	201015451972	60.161	2	41	1
0	3	5	201015451972	60.161	2	41	2
0	3	6	201015451983	130.348	3	41	1
99	3	6	201015451983	130.348	3	41	2
98	3	4	201015451992	290.777	1	41	1
0	3	4	201015451992	290.777	1	41	2
0	3	3	201015451996	20.054	1	41	1
98	3	3	201015451996	20.054	1	41	2
98	3	6	201015451999	130.348	1	41	1
98	3	6	201015451999	130.348	1	41	2
98	3	5	201015452012	60.161	1	41	1
98	3	5	201015452012	60.161	1	41	2
0	3	3	201015452037	20.054	3	41	1
99	3	3	201015452043	20.054	1	41	1
98	3	6	201015452047	130.348	1	41	1
4	3	6	201015452047	130.348	1	41	2
99	3	3	201015452050	20.054	1	41	1
4	3	4	201015452051	290.777	1	41	1
99	3	4	201015452051	290.777	1	41	2
98	3	5	201015452061	60.161	1	41	1
98	3	5	201015452061	60.161	1	41	2
98	3	1	201015452091	10.027	3	41	1
98	3	1	201015452091	10.027	3	41	2
98	3	4	201015452105	290.777	2	41	1
4	3	4	201015452105	290.777	2	41	2
0	3	3	201015452113	20.054	1	41	1
98	3	3	201015452113	20.054	1	41	2
98	3	2	201015452120	10.027	1	41	1
98	3	2	201015452120	10.027	1	41	2
98	3	3	201015452141	20.054	1	41	1
99	3	6	201015452142	130.348	1	41	1
98	3	6	201015452142	130.348	1	41	2
98	3	4	201015452149	290.777	1	41	1
0	3	4	201015452149	290.777	1	41	2
98	3	3	201015452152	20.054	1	41	1
98	3	1	201015452154	10.027	1	41	1
98	3	1	201015452154	10.027	1	41	2
98	3	5	201015452157	60.161	1	41	1
98	3	5	201015452157	60.161	1	41	2
98	3	3	201015452167	20.054	1	41	1
98	3	3	201015452167	20.054	1	41	2
98	3	5	201015452183	60.161	1	41	1
98	3	5	201015452183	60.161	1	41	2
98	3	3	201015452212	20.054	1	41	1
0	3	3	201015452212	20.054	1	41	2
0	3	3	201015452212	20.054	1	41	3
98	3	6	201015452219	130.348	1	41	1
99	3	6	201015452219	130.348	1	41	2
0	3	6	201015452219	130.348	1	41	3
99	3	3	201015452232	20.054	1	41	1
98	3	3	201015452232	20.054	1	41	2
98	3	2	201015452233	10.027	1	41	1
0	3	2	201015452233	10.027	1	41	2
98	3	4	201015452242	290.777	1	41	1
0	3	4	201015452242	290.777	1	41	2
0	3	1	201015452246	10.027	1	41	1
98	3	3	201015452247	20.054	1	41	1
98	3	1	201015452248	10.027	1	41	1
98	3	1	201015452248	10.027	1	41	2
98	3	5	201015452251	60.161	1	41	1
0	3	5	201015452251	60.161	1	41	2
98	3	3	201015452255	20.054	1	41	1
98	3	6	201015452268	130.348	1	41	1
4	3	6	201015452268	130.348	1	41	2
0	3	5	201015452279	60.161	1	41	1
0	3	2	201015452297	10.027	1	41	1
98	3	2	201015452297	10.027	1	41	2
4	3	3	201015452302	20.054	1	41	1
0	3	3	201015452302	20.054	1	41	2
99	3	3	201015452302	20.054	1	41	3
98	3	1	201015452308	10.027	1	41	1
98	3	1	201015452308	10.027	1	41	2
0	3	1	201015452308	10.027	1	41	3
98	3	4	201015452315	290.777	1	41	1
98	3	4	201015452315	290.777	1	41	2
4	3	6	201015452316	130.348	1	41	1
4	3	6	201015452316	130.348	1	41	2
0	3	1	201015452353	10.027	3	41	1
98	3	6	201015452368	130.348	2	41	1
4	3	6	201015452368	130.348	2	41	2
98	3	3	201015452371	20.054	2	41	1
4	3	3	201015452371	20.054	2	41	2
98	3	3	201015452380	20.054	2	41	1
98	3	3	201015452380	20.054	2	41	2
98	3	2	201015452391	10.027	2	41	1
4	3	2	201015452391	10.027	2	41	2
98	3	1	201015452395	10.027	2	41	1
98	3	1	201015452395	10.027	2	41	2
98	3	1	201015452422	10.027	1	41	1
98	3	1	201015452422	10.027	1	41	2
98	3	5	201015452424	60.161	1	41	1
98	3	5	201015452424	60.161	1	41	2
0	3	5	201015452434	60.161	2	41	1
98	3	6	201015452438	130.348	2	41	1
98	3	6	201015452438	130.348	2	41	2
98	3	3	201015452445	20.054	2	41	1
99	3	4	201015452455	290.777	2	41	1
98	3	5	201015452456	60.161	2	41	1
98	3	5	201015452456	60.161	2	41	2
0	3	1	201015452457	10.027	2	41	1
98	3	6	201015452555	130.348	2	41	1
98	3	6	201015452555	130.348	2	41	2
98	3	1	201015452567	10.027	2	41	1
98	3	1	201015452567	10.027	2	41	2
98	3	5	201015452663	60.161	2	41	1
0	3	5	201015452663	60.161	2	41	2
0	3	5	201015452663	60.161	2	41	3
0	3	5	201015452663	60.161	2	41	4
0	3	5	201015452663	60.161	2	41	5
4	3	1	201015452664	10.027	2	41	1
98	3	3	201015452671	20.054	2	41	1
98	3	3	201015452671	20.054	2	41	2
98	3	2	201015452673	10.027	2	41	1
0	3	2	201015452673	10.027	2	41	2
98	3	3	201015452677	20.054	2	41	1
98	3	3	201015452677	20.054	2	41	2
98	3	3	201015452683	20.054	2	41	1
98	3	3	201015452683	20.054	2	41	2
0	3	3	201015453507	20.054	3	41	1
4	3	5	201015453707	60.161	4	41	1
0	3	4	201015453719	290.777	3	41	1
0	3	4	201015453719	290.777	3	41	2
98	3	1	201015453741	10.027	3	41	1
0	3	5	201015453742	60.161	3	41	1
0	3	5	201015453742	60.161	3	41	2
4	3	2	201015453751	10.027	3	41	1
0	3	2	201015453751	10.027	3	41	2
4	3	1	201015453755	10.027	3	41	1
0	3	3	201015453762	20.054	3	41	1
0	3	3	201015453762	20.054	3	41	2
0	3	3	201015453764	20.054	3	41	1
0	3	3	201015453764	20.054	3	41	2
0	3	6	201015453780	130.348	3	41	1
4	3	6	201015453780	130.348	3	41	2
0	3	2	201015453802	10.027	3	41	1
0	3	2	201015453802	10.027	3	41	2
0	3	2	201015453802	10.027	3	41	3
0	3	5	201015453822	60.161	3	41	1
4	3	5	201015453822	60.161	3	41	2
98	3	5	201015453822	60.161	3	41	3
4	3	1	201015453844	10.027	3	41	1
0	3	4	201015453855	290.777	3	41	1
98	3	6	201015453857	130.348	3	41	1
0	3	2	201015453879	10.027	3	41	1
0	3	2	201015453879	10.027	3	41	2
0	3	2	201015453879	10.027	3	41	3
0	3	2	201015453879	10.027	3	41	4
0	3	2	201015453879	10.027	3	41	5
98	3	4	201016139600	293.316	2	43	1
0	3	4	201016139600	293.316	2	43	2
0	3	6	201016139601	124.252	6	43	1
0	3	6	201016139601	124.252	6	43	2
0	3	1	201016139606	41.417	6	43	1
0	3	5	201016139619	41.417	6	43	1
95	3	5	201016139619	41.417	6	43	2
0	3	4	201016139622	289.921	6	43	1
0	3	4	201016139622	289.921	6	43	2
98	3	6	201016139636	134.436	2	43	1
0	3	6	201016139636	134.436	2	43	2
0	3	5	201016139637	61.108	2	43	1
98	3	2	201016139641	12.222	2	43	1
0	3	2	201016139641	12.222	2	43	2
4	3	5	201016139771	61.108	1	43	1
98	3	5	201016139771	61.108	1	43	2
0	3	4	201016139775	293.316	1	43	1
0	3	3	201016139792	12.222	1	43	1
4	3	3	201016139792	12.222	1	43	2
4	3	5	201016139811	41.417	6	43	1
0	3	5	201016139811	41.417	6	43	2
0	3	5	201016139811	41.417	6	43	3
0	3	4	201016139815	289.921	6	43	1
0	3	4	201016139815	289.921	6	43	2
98	3	4	201016139830	293.316	3	43	1
0	3	4	201016139830	293.316	3	43	2
99	3	3	201016139845	12.222	3	43	1
98	3	4	201016139869	293.316	3	43	1
0	3	4	201016139869	293.316	3	43	2
0	3	5	201016139874	61.108	3	43	1
0	3	5	201016139874	61.108	3	43	2
98	3	6	201016139882	134.436	3	43	1
0	3	6	201016139882	134.436	3	43	2
0	3	6	201016139882	134.436	3	43	3
0	3	4	201016139900	293.316	3	43	1
98	3	4	201016139900	293.316	3	43	2
0	3	6	201016139938	134.436	1	43	1
4	3	4	201016139945	293.316	1	43	1
0	3	4	201016139945	293.316	1	43	2
99	3	4	201016139971	293.316	1	43	1
99	3	4	201016139971	293.316	1	43	2
3	3	6	201016140003	134.436	1	43	1
98	3	4	201016140007	293.316	1	43	1
0	3	4	201016140007	293.316	1	43	2
98	3	3	201016140014	12.222	1	43	1
0	3	2	201016140022	12.222	1	43	1
0	3	2	201016140022	12.222	1	43	2
0	3	2	201016140022	12.222	1	43	3
98	3	4	201016140037	293.316	1	43	1
0	3	4	201016140037	293.316	1	43	2
98	3	5	201016140056	61.108	1	43	1
0	3	5	201016140056	61.108	1	43	2
98	3	4	201016140066	293.316	1	43	1
0	3	4	201016140066	293.316	1	43	2
98	3	3	201016140084	12.222	1	43	1
4	3	3	201016140084	12.222	1	43	2
98	3	6	201016140085	134.436	1	43	1
0	3	6	201016140085	134.436	1	43	2
0	3	4	201016140117	293.316	3	43	1
98	3	4	201016140117	293.316	3	43	2
4	3	4	201016140149	293.316	3	43	1
0	3	4	201016140149	293.316	3	43	2
0	3	4	201016140174	293.316	2	43	1
0	3	4	201016140174	293.316	2	43	2
4	3	4	201016140174	293.316	2	43	3
0	3	4	201016140199	293.316	2	43	1
0	3	4	201016140199	293.316	2	43	2
98	3	5	201016140225	61.108	2	43	1
0	3	5	201016140225	61.108	2	43	2
98	3	6	201016140230	134.436	2	43	1
0	3	6	201016140230	134.436	2	43	2
0	3	2	201016140239	41.417	6	43	1
0	3	2	201016140239	41.417	6	43	2
99	3	4	201016140247	293.316	1	43	1
99	3	4	201016140247	293.316	1	43	2
0	3	4	201016140270	289.921	6	43	1
0	3	4	201016140270	289.921	6	43	2
0	3	5	201016140275	41.417	6	43	1
0	3	5	201016140275	41.417	6	43	2
4	3	5	201016140275	41.417	6	43	3
4	3	5	201016140275	41.417	6	43	4
98	3	3	201016140281	12.222	1	43	1
0	3	3	201016140281	12.222	1	43	2
0	3	6	201016140284	124.252	6	43	1
0	3	6	201016140284	124.252	6	43	2
0	3	4	201016140288	289.921	6	43	1
0	3	4	201016140288	289.921	6	43	2
98	3	4	201016140297	293.316	1	43	1
0	3	4	201016140297	293.316	1	43	2
0	3	4	201016140324	293.316	1	43	1
98	3	4	201016140324	293.316	1	43	2
98	3	6	201016140332	134.436	1	43	1
0	3	6	201016140332	134.436	1	43	2
0	3	6	201016140332	134.436	1	43	3
0	3	4	201016140354	293.316	1	43	1
0	3	4	201016140354	293.316	1	43	2
0	3	5	201016140382	61.108	1	43	1
98	3	5	201016140382	61.108	1	43	2
98	3	4	201016140386	293.316	1	43	1
0	3	4	201016140386	293.316	1	43	2
98	3	6	201016140389	134.436	1	43	1
0	3	6	201016140389	134.436	1	43	2
95	3	3	201016140395	12.222	1	43	1
0	3	3	201016140395	12.222	1	43	2
98	3	3	201016140395	12.222	1	43	3
4	3	3	201016140409	12.222	1	43	1
0	3	3	201016140409	12.222	1	43	2
0	3	5	201016140419	61.108	1	43	1
98	3	5	201016140419	61.108	1	43	2
0	3	5	201016140419	61.108	1	43	3
4	3	4	201016140422	293.316	1	43	1
0	3	4	201016140422	293.316	1	43	2
98	3	1	201016140430	12.222	1	43	1
0	3	1	201016140430	12.222	1	43	2
98	3	4	201016140451	293.316	2	43	1
0	3	4	201016140451	293.316	2	43	2
98	3	4	201016140475	293.316	2	43	1
0	3	4	201016140475	293.316	2	43	2
0	3	5	201016140480	61.108	2	43	1
98	3	4	201016140500	293.316	1	43	1
0	3	4	201016140500	293.316	1	43	2
98	3	6	201016140511	134.436	1	43	1
0	3	6	201016140511	134.436	1	43	2
0	3	5	201016140527	61.108	1	43	1
4	3	4	201016140531	293.316	1	43	1
0	3	4	201016140531	293.316	1	43	2
0	3	4	201016140560	293.316	1	43	1
98	3	4	201016140560	293.316	1	43	2
98	3	4	201016140577	293.316	3	43	1
0	3	4	201016140577	293.316	3	43	2
98	3	6	201016140594	134.436	3	43	1
0	3	6	201016140594	134.436	3	43	2
0	3	4	201016140607	293.316	3	43	1
0	3	4	201016140617	293.316	4	43	1
4	3	4	201016140617	293.316	4	43	2
99	3	1	201016140624	12.222	4	43	1
0	3	5	201016140647	41.417	6	43	1
0	3	5	201016140647	41.417	6	43	2
0	3	5	201016140647	41.417	6	43	3
0	3	5	201016140648	41.417	6	43	1
0	3	5	201016140648	41.417	6	43	2
0	3	4	201016140649	289.921	6	43	1
0	3	4	201016140649	289.921	6	43	2
98	3	5	201016140706	61.108	3	43	1
0	3	5	201016140706	61.108	3	43	2
0	3	4	201016140713	293.316	3	43	1
98	3	4	201016140713	293.316	3	43	2
98	3	4	201016140713	293.316	3	43	3
98	3	3	201016140738	12.222	3	43	1
0	3	3	201016140738	12.222	3	43	2
4	3	4	201016140766	293.316	2	43	1
0	3	4	201016140766	293.316	2	43	2
0	3	6	201016140790	134.436	2	43	1
0	3	5	201016140796	61.108	2	43	1
0	3	3	201016140798	12.222	2	43	1
98	3	3	201016140798	12.222	2	43	2
0	3	2	201016140799	12.222	2	43	1
0	3	2	201016140799	12.222	2	43	2
0	3	2	201016140813	41.417	6	43	1
4	3	2	201016140813	41.417	6	43	2
