MTM_CRSH	REGION	STRATUM	CASENUM	WEIGHT	PERNO	PJ	PSU
0	4	3	201022319942	16.416	1	1	82
0	4	3	201022319955	16.416	1	1	82
0	4	3	201022320003	16.416	1	1	82
0	4	3	201022320224	16.416	1	1	82
0	4	3	201022320224	16.416	2	1	82
0	4	3	201022320256	16.416	1	1	82
0	4	3	201022320281	16.416	1	1	82
1	4	3	201022320293	16.416	1	1	82
2	4	3	201022320293	16.416	1	1	82
0	4	3	201022320549	16.416	1	1	82
0	4	3	201022320556	16.416	1	1	82
0	4	3	201022320611	16.416	1	1	82
0	4	3	201022321118	16.416	1	1	82
0	4	3	201022321141	16.416	1	1	82
8	4	4	201022321364	295.488	1	1	82
0	4	3	201022321396	16.416	1	1	82
0	4	3	201022321414	16.416	1	1	82
0	4	3	201022321462	16.416	1	1	82
0	4	3	201022321772	16.416	1	1	82
0	4	3	201022321997	16.416	1	1	82
13	4	3	201022322038	16.416	1	1	82
0	4	3	201022322046	16.416	1	1	82
99	4	2	201022322055	5.472	1	1	82
21	4	3	201022322070	16.416	1	1	82
0	4	3	201022322326	16.416	1	1	82
0	4	3	201022322342	16.416	1	1	82
0	4	3	201022322357	16.416	1	1	82
12	4	3	201022322382	16.416	1	1	82
6	4	3	201022322389	16.416	1	1	82
14	4	3	201022322389	16.416	1	1	82
15	4	3	201022322389	16.416	1	1	82
6	4	3	201022322399	16.416	1	1	82
0	4	4	201022322512	295.488	1	1	82
0	4	3	201022322763	16.416	1	1	82
0	4	3	201022322782	16.416	1	1	82
0	4	3	201022322788	16.416	1	1	82
0	4	3	201022322802	16.416	1	1	82
0	4	3	201024801655	16.15	1	3	75
4	4	2	201024801728	8.075	1	4	75
2	4	3	201024801898	16.15	1	4	75
9	4	3	201024802037	16.15	1	2	75
0	4	3	201024802134	16.15	1	4	75
7	4	3	201024802338	16.15	1	3	75
0	4	3	201024901618	16.15	1	3	75
0	4	3	201024901618	16.15	2	3	75
0	4	3	201024902032	16.15	1	2	75
0	4	3	201024902141	16.15	1	2	75
10	4	3	201024902514	16.15	1	1	75
9	4	3	201024902606	16.15	1	3	75
0	4	3	201024902638	16.15	1	2	75
9	4	3	201025000173	14.067	1	5	75
1	4	3	201025109432	22.188	1	7	79
2	4	3	201025109432	22.188	1	7	79
12	4	3	201025109432	22.188	1	7	79
1	4	4	201025109468	299.538	1	7	79
1	4	3	201025109719	22.188	1	7	79
12	4	3	201025109719	22.188	1	7	79
1	4	3	201025109755	22.188	1	7	79
2	4	3	201025109755	22.188	1	7	79
1	4	3	201025109755	22.188	2	7	79
2	4	3	201025109755	22.188	2	7	79
2	4	3	201025109963	19.339	1	6	79
12	4	3	201025109963	19.339	1	6	79
0	4	3	201025109978	22.188	1	7	79
12	4	3	201025109986	22.188	1	7	79
2	4	3	201025110549	22.188	1	7	79
12	4	3	201025110549	22.188	1	7	79
2	4	3	201025110574	22.188	1	7	79
12	4	3	201025110574	22.188	1	7	79
2	4	3	201025110622	22.188	1	7	79
12	4	3	201025110622	22.188	1	7	79
2	4	3	201025110622	22.188	2	7	79
12	4	3	201025110622	22.188	2	7	79
21	4	3	201025110622	22.188	2	7	79
9	4	3	201025111164	22.188	1	7	79
1	4	3	201025111431	22.188	1	7	79
2	4	3	201025111431	22.188	1	7	79
1	4	3	201025111461	22.188	1	7	79
2	4	3	201025111461	22.188	1	7	79
1	4	3	201025111594	22.188	1	7	79
12	4	3	201025111901	22.188	1	7	79
2	4	3	201025111917	22.188	1	7	79
3	4	3	201025111917	22.188	1	7	79
1	4	3	201025112302	22.188	1	7	79
0	4	3	201025112556	22.188	1	7	79
10	4	3	201025112775	22.188	1	7	79
0	4	3	201025113047	22.188	1	7	79
5	4	3	201025113287	22.188	2	7	79
0	4	3	201025113710	22.188	1	7	79
2	4	3	201025113732	22.188	1	7	79
17	4	3	201025113732	22.188	1	7	79
19	4	3	201025113768	22.188	1	7	79
2	4	3	201025113953	22.188	1	7	79
9	4	3	201025113981	22.188	1	7	79
2	4	3	201025114105	22.188	1	7	79
9	4	3	201025114105	22.188	1	7	79
9	4	3	201025114320	22.188	1	7	79
0	4	1	201025114325	11.094	1	7	79
1	4	3	201025114660	22.188	1	7	79
2	4	3	201025114660	22.188	1	7	79
3	4	3	201025114660	22.188	1	7	79
0	4	3	201025114692	22.188	1	7	79
2	4	3	201025114876	22.188	1	7	79
3	4	3	201025114876	22.188	1	7	79
0	4	3	201025115087	22.188	1	7	79
9	4	3	201025115143	22.188	1	7	79
0	4	3	201025115305	22.188	1	7	79
0	4	3	201025115517	22.188	1	7	79
0	4	3	201025115536	22.188	1	7	79
0	4	6	201025115681	133.128	1	7	79
0	4	6	201025115681	133.128	2	7	79
0	4	3	201025115693	22.188	1	7	79
0	4	3	201025115904	22.188	1	7	79
9	4	3	201025116084	22.188	1	1	79
10	4	3	201025116114	22.188	1	7	79
14	4	3	201025116114	22.188	1	7	79
0	4	3	201025116133	22.188	1	7	79
0	4	3	201025116138	22.188	1	7	79
0	4	3	201025116300	22.188	1	1	79
1	4	3	201025116337	22.188	1	1	79
2	4	3	201025116337	22.188	1	1	79
12	4	3	201025116337	22.188	1	1	79
9	4	3	201025116341	22.188	1	1	79
6	4	3	201025116347	22.188	1	7	79
9	4	3	201025116361	22.188	1	7	79
0	4	3	201025116420	22.188	1	7	79
0	4	3	201025116581	22.188	1	7	79
10	4	3	201025116803	22.188	1	7	79
0	4	3	201025116807	22.188	1	7	79
0	4	3	201025117078	22.188	1	7	79
0	4	3	201025117078	22.188	2	7	79
2	4	3	201025117324	22.188	1	7	79
9	4	3	201025117324	22.188	1	7	79
2	4	3	201025117339	22.188	1	7	79
1	4	3	201025117352	22.188	1	7	79
2	4	3	201025117352	22.188	1	7	79
2	4	3	201025117583	22.188	1	7	79
12	4	3	201025117583	22.188	1	7	79
0	4	3	201025117609	22.188	1	7	79
9	4	3	201025118108	22.188	1	7	79
1	4	3	201025118394	22.188	1	7	79
2	4	3	201025118394	22.188	1	7	79
0	4	3	201025118416	22.188	1	7	79
1	4	3	201025118435	22.188	1	7	79
2	4	3	201025118435	22.188	1	7	79
21	4	3	201025118866	22.188	1	7	79
2	4	3	201025119045	22.188	1	7	79
12	4	3	201025119045	22.188	1	7	79
0	4	1	201025119072	11.094	1	7	79
0	4	3	201025119601	22.188	1	7	79
0	4	3	201025119873	22.188	1	7	79
0	4	3	201025120368	22.188	1	7	79
1	4	3	201025120387	22.188	1	7	79
0	1	3	201026600411	33.887	1	4	1
2	1	3	201026600640	33.887	1	4	1
2	1	3	201026600640	33.887	2	4	1
0	1	3	201026600911	33.887	1	2	1
0	1	3	201026600911	33.887	2	2	1
1	1	4	201026601309	304.982	1	8	1
19	1	3	201026601451	33.887	1	8	1
21	1	3	201026601495	33.887	1	1	1
2	1	3	201026601501	33.887	1	1	1
12	1	4	201026601520	304.982	1	2	1
2	1	3	201026601756	33.887	1	1	1
21	1	3	201026602107	17.105	1	3	23
2	1	3	201026602708	33.887	1	8	1
2	1	3	201026602708	33.887	2	8	1
17	1	3	201026602710	33.887	1	8	1
12	1	3	201026602746	33.887	1	8	1
2	1	4	201026602768	304.982	1	1	1
0	1	3	201026602810	33.887	1	4	1
4	1	5	201026604129	57.729	1	3	23
0	1	3	201026700422	52.036	1	10	7
2	1	3	201026700460	18.793	1	3	7
12	1	3	201026700460	18.793	1	3	7
0	1	3	201026700614	18.793	1	1	7
1	1	3	201026700746	19.319	1	5	7
1	1	3	201026700746	19.319	2	5	7
12	1	3	201026700796	18.793	1	1	7
0	1	3	201026700824	18.793	1	3	7
0	1	3	201026700862	52.036	1	10	7
0	1	3	201026700984	19.319	1	5	7
1	1	3	201026701085	18.793	1	1	7
0	1	4	201026701406	291.298	1	3	7
98	1	3	201026701433	34.574	1	8	7
0	1	3	201026701464	18.793	1	3	7
98	1	3	201026701502	18.793	1	3	7
0	1	5	201026701523	57.956	1	5	7
0	1	4	201026701534	289.782	1	5	7
2	1	3	201026701581	18.793	1	2	7
3	1	3	201026701581	18.793	1	2	7
0	1	3	201026701818	18.793	1	3	7
1	1	3	201026701885	19.319	1	5	7
1	1	3	201026701903	121.152	1	30	7
1	1	3	201026701904	121.152	1	30	7
1	1	3	201026701910	34.574	1	8	7
98	1	3	201026702036	18.793	1	1	7
0	1	3	201026702046	18.793	1	2	7
9	1	3	201026702271	19.319	1	5	7
0	1	3	201026702277	19.319	1	5	7
98	1	3	201026702344	19.319	1	5	7
0	1	4	201026702406	291.298	1	3	7
1	1	3	201026702423	121.152	1	30	7
0	1	4	201026702697	312.217	1	10	7
4	1	1	201026702721	9.397	1	2	7
0	1	3	201026800798	18.566	1	4	21
0	1	3	201026800798	18.566	2	4	21
2	1	3	201026801077	18.566	1	2	21
6	1	3	201026801077	18.566	1	2	21
0	1	2	201026900479	2.321	1	5	21
0	1	3	201026900530	18.566	1	5	21
0	1	1	201026900552	2.321	1	5	21
0	1	3	201026900965	18.566	1	5	21
0	1	4	201026900980	294.729	1	5	21
0	1	3	201026901326	18.566	1	5	21
98	1	3	201026901503	18.566	1	5	21
21	1	3	201026901935	17.536	1	6	21
0	1	4	201026901998	294.729	1	5	21
2	1	3	201026902107	18.566	1	5	21
8	1	3	201026902516	18.566	1	5	21
2	1	3	201026903188	14.341	1	16	21
2	1	3	201026903330	18.566	1	5	21
1	1	3	201026903852	18.566	1	4	21
0	1	3	201026904048	18.566	1	5	21
9	1	3	201026904148	18.566	1	3	21
2	1	3	201026904276	18.566	1	5	21
0	1	1	201026904923	2.321	1	2	21
1	1	3	201026905236	17.536	1	6	21
1	1	3	201026905511	17.536	1	6	21
12	1	3	201027000403	60.605	1	6	22
21	1	5	201027000502	53.815	1	4	22
0	1	2	201027000721	29.317	1	1	22
0	1	4	201027000813	265.53	1	8	22
21	1	3	201027001035	29.317	1	2	22
0	1	4	201027001084	293.172	1	1	22
2	1	3	201027001171	53.815	1	4	22
3	1	3	201027001171	53.815	1	4	22
0	1	1	201027001290	60.605	1	6	22
0	1	1	201027001293	29.317	1	1	22
2	1	3	201027001482	29.317	1	1	22
2	1	3	201027001567	29.317	1	1	22
6	1	3	201027001711	88.51	1	8	22
0	1	3	201027001744	60.605	1	6	22
0	1	3	201027001780	29.317	1	1	22
0	1	3	201027001780	29.317	2	1	22
0	1	3	201027001804	53.815	1	4	22
99	1	1	201027002048	29.317	1	1	22
0	1	3	201027002189	29.317	1	1	22
0	1	3	201027002245	29.317	1	1	22
2	1	3	201027100682	21.381	1	1	23
0	1	3	201027101268	21.381	1	1	23
18	1	4	201027101282	299.334	1	1	23
15	1	3	201027101533	21.381	1	1	23
2	1	3	201027101555	21.381	1	1	23
99	1	3	201027101668	21.381	1	1	23
4	1	3	201027101770	21.381	1	1	23
4	1	3	201027101864	21.381	1	1	23
0	1	3	201027101947	17.105	1	2	23
2	1	4	201027101978	299.334	1	1	23
1	1	3	201027103015	21.381	1	1	23
2	1	3	201027103015	21.381	1	1	23
1	1	3	201027103072	21.381	1	1	23
0	1	3	201027103084	21.381	1	1	23
0	1	6	201027103160	130.424	1	2	23
1	1	3	201027103420	17.105	1	4	23
0	1	3	201027103484	21.381	1	1	23
9	1	3	201027103504	21.381	1	1	23
17	1	3	201027103776	21.381	1	1	23
21	1	3	201027103915	21.381	1	1	23
21	1	3	201027104127	21.381	1	1	23
4	1	3	201027104147	21.381	1	1	23
7	1	3	201027104164	21.381	1	1	23
16	1	3	201027104164	21.381	1	1	23
0	1	3	201027104171	21.381	1	1	23
4	1	3	201027104474	21.381	1	1	23
0	1	4	201027104491	299.334	1	1	23
0	1	3	201027104494	21.416	1	9	23
98	1	3	201027104789	21.381	1	1	23
2	1	4	201027104829	299.334	1	1	23
19	1	3	201027105064	17.865	1	6	23
4	1	3	201027105611	21.381	1	1	23
3	1	3	201027105896	21.381	1	1	23
0	1	2	201027106206	2.138	1	4	23
2	1	3	201027106443	21.381	1	1	23
0	1	3	201027106474	17.105	1	4	23
0	1	3	201027106474	17.105	2	4	23
0	1	3	201027200376	16.671	1	2	24
2	1	3	201027200404	28.446	1	9	24
1	1	3	201027200453	17.389	1	7	24
0	1	2	201027200455	28.446	1	9	24
0	1	4	201027200471	284.461	1	9	24
0	1	3	201027200476	39.973	1	12	24
2	1	3	201027200479	39.973	1	12	24
0	1	4	201027200498	284.295	1	6	25
0	1	3	201027200503	12.07	1	2	25
99	1	4	201027200518	316.207	1	7	25
0	1	3	201027200728	16.671	1	2	24
21	1	3	201027200769	28.446	1	9	24
99	1	3	201027200882	16.721	1	1	24
0	1	3	201027200956	17.102	1	5	24
1	1	3	201027201057	16.671	1	2	24
0	1	2	201027201095	17.389	1	7	24
1	1	3	201027201279	12.07	1	2	25
0	1	3	201027201382	39.973	1	12	24
0	1	4	201027201399	289.685	1	3	25
0	1	5	201027201482	45.172	1	7	25
99	1	3	201027201489	45.172	1	7	25
0	1	3	201027201558	16.721	1	1	24
0	1	3	201027201599	17.389	1	7	24
0	1	3	201027201617	39.973	1	12	24
0	1	3	201027201699	17.389	1	7	24
3	1	3	201027201704	12.07	1	1	25
0	1	4	201027201796	289.685	1	3	25
0	1	3	201027201872	28.446	1	9	24
1	1	4	201027202026	279.812	1	12	24
0	1	3	201027202082	12.07	1	3	25
4	1	3	201027202084	12.07	1	3	25
0	1	3	201027202122	12.07	1	1	25
12	1	3	201027202125	12.07	1	1	25
12	1	3	201027202269	39.973	1	12	24
2	1	4	201027202382	321.278	1	14	25
2	1	3	201027202394	107.093	1	14	25
2	1	3	201027202681	17.102	1	5	24
99	1	3	201027202759	17.389	1	7	24
0	1	3	201027202831	12.07	1	2	25
0	1	3	201027202845	12.07	1	3	25
12	1	3	201027202995	28.446	1	9	24
12	1	3	201027203025	28.446	1	9	24
2	1	4	201027203082	279.812	1	12	24
0	1	3	201027203093	39.973	1	12	24
12	1	3	201027203107	39.973	1	12	24
0	1	3	201027203109	39.973	1	12	24
0	1	3	201027203113	39.973	1	12	24
1	1	2	201027203232	107.093	1	14	25
0	1	4	201027203234	321.278	1	14	25
0	1	4	201027203240	321.278	1	14	25
0	1	4	201027203322	321.278	1	14	25
0	1	4	201027203334	321.278	1	14	25
2	1	3	201027203340	12.07	1	1	25
18	1	3	201027203414	16.671	1	2	24
0	1	3	201027203415	16.671	1	2	24
0	1	3	201027203489	39.973	1	12	24
12	1	3	201027203507	17.102	1	5	24
0	1	3	201027203561	39.973	1	12	24
1	1	3	201027203588	12.07	1	2	25
2	1	3	201027203588	12.07	1	2	25
3	1	3	201027203588	12.07	1	2	25
2	1	3	201027203600	12.07	1	2	25
3	1	3	201027203600	12.07	1	2	25
2	1	3	201027203603	40.614	1	6	25
3	1	3	201027203603	40.614	1	6	25
0	1	3	201027203614	45.172	1	7	25
0	1	3	201027203637	45.172	1	7	25
21	1	4	201027203702	295.614	1	7	24
0	1	3	201027203805	39.973	1	12	24
0	1	3	201027203811	39.973	1	12	24
1	1	3	201027203851	40.614	1	6	25
3	1	4	201027203863	316.207	1	7	25
0	1	3	201027203912	12.07	1	3	25
0	1	3	201027203921	12.07	1	3	25
1	1	3	201027203940	16.721	1	1	24
0	1	3	201027203965	17.102	1	5	24
99	1	4	201027203992	279.812	1	12	24
0	1	4	201027204002	279.812	1	12	24
0	1	3	201027204113	17.389	1	7	24
1	1	3	201027204148	12.07	1	2	25
2	1	3	201027204148	12.07	1	2	25
3	1	3	201027204148	12.07	1	2	25
0	1	3	201027204149	12.07	1	2	25
99	1	3	201027204162	12.07	1	3	25
21	1	3	201027204204	40.614	1	6	25
21	1	3	201027204294	12.07	1	2	25
21	1	3	201027204305	12.07	1	2	25
0	1	3	201027204463	17.389	1	7	24
4	1	4	201027204510	279.812	1	12	24
4	1	3	201027204540	17.102	1	5	24
12	1	3	201027204578	28.446	1	9	24
0	1	3	201027204658	40.614	1	6	25
12	1	4	201027204670	284.295	1	6	25
0	1	3	201027204779	39.973	1	12	24
0	1	3	201027204848	17.389	1	7	24
0	1	3	201027204913	17.389	1	7	24
0	1	4	201027204929	279.812	1	12	24
0	1	3	201027204961	16.671	1	2	24
0	1	3	201027204981	12.07	1	2	25
2	1	3	201027205026	12.07	1	2	25
17	1	3	201027205026	12.07	1	2	25
0	1	3	201027205035	12.07	1	1	25
0	1	3	201027205035	12.07	2	1	25
1	1	3	201027205074	45.172	1	7	25
12	1	3	201027205103	39.973	1	12	24
0	1	4	201027205108	279.812	1	12	24
0	1	3	201027205124	28.446	1	9	24
0	1	3	201027205141	28.446	1	9	24
0	1	3	201027205141	28.446	2	9	24
21	1	3	201027205256	12.07	1	1	25
0	1	3	201027205282	12.07	1	3	25
0	1	3	201027205290	12.07	1	3	25
1	1	4	201027205314	321.278	1	14	25
1	1	4	201027205317	321.278	1	14	25
99	1	3	201027205333	12.07	1	1	25
0	1	3	201027205334	12.07	1	1	25
21	1	3	201027205380	40.614	1	6	25
0	1	4	201027205541	290.735	1	5	24
9	1	3	201027205543	17.102	1	5	24
21	1	2	201027205575	39.973	1	12	24
21	1	4	201027205588	279.812	1	12	24
4	1	3	201027205589	39.973	1	12	24
0	1	3	201027205591	39.973	1	12	24
0	1	3	201027205627	107.093	1	14	25
3	1	3	201027205700	107.093	1	14	25
99	1	3	201027205727	16.721	1	1	24
99	1	3	201027205727	16.721	2	1	24
0	1	4	201027205803	284.461	1	9	24
0	1	3	201027205984	39.973	1	12	24
99	1	3	201027206001	12.07	1	1	25
12	1	3	201027206008	12.07	1	1	25
2	1	3	201027206049	12.07	1	2	25
3	1	3	201027206049	12.07	1	2	25
4	1	3	201027206065	12.07	1	2	25
12	1	3	201027206066	12.07	1	2	25
21	1	4	201027206109	295.614	1	7	24
0	1	3	201027206133	28.446	1	9	24
99	1	3	201027206142	28.446	1	9	24
15	1	3	201027206152	39.973	1	12	24
0	1	3	201027206232	28.446	1	9	24
0	1	4	201027206279	289.685	1	3	25
8	1	4	201027206284	284.295	1	6	25
0	1	4	201027206318	321.278	1	14	25
0	1	2	201027206341	40.614	1	6	25
13	1	3	201027206347	40.614	1	6	25
15	1	3	201027206476	12.07	1	2	25
0	1	3	201027206478	12.07	1	2	25
99	1	3	201027206515	12.07	1	3	25
4	1	3	201027206541	107.093	1	14	25
0	1	3	201027206685	17.389	1	7	24
0	1	3	201027206685	17.389	2	7	24
0	1	3	201027206721	17.102	1	5	24
0	1	3	201027206751	39.973	1	12	24
0	1	3	201027206798	12.07	1	3	25
12	1	3	201027206817	45.172	1	7	25
0	1	3	201027206853	16.671	1	2	24
0	1	4	201027206931	279.812	1	12	24
0	1	4	201027206975	289.685	1	3	25
2	1	3	201027206990	12.07	1	3	25
0	1	3	201027207086	28.446	1	9	24
0	1	4	201027207101	284.461	1	9	24
99	1	3	201027300545	33.327	1	13	26
4	1	3	201027300698	12.508	1	9	26
0	1	3	201027302883	16.976	1	2	26
0	1	3	201027302894	15.802	1	7	26
0	1	3	201027302894	15.802	2	7	26
0	1	3	201027302894	15.802	3	7	26
0	1	3	201027302915	16.976	1	1	26
9	1	3	201027303024	16.661	1	3	26
0	1	3	201027303312	15.802	1	7	26
0	1	3	201027303312	15.802	2	7	26
0	1	3	201027303312	15.802	3	7	26
0	1	3	201027303532	16.976	1	1	26
2	1	3	201027303651	16.661	1	3	26
0	1	3	201027303699	33.327	1	13	26
0	1	3	201027303700	33.327	1	13	26
2	1	3	201027303810	16.976	1	2	26
9	1	3	201027303826	15.802	1	7	26
1	1	3	201027303897	12.508	1	9	26
17	1	3	201027304040	16.661	1	3	26
16	1	3	201027304136	16.976	1	1	26
0	1	3	201027304287	33.327	1	13	26
0	1	3	201027304428	15.802	1	7	26
0	1	4	201027304440	291.571	1	3	26
2	1	3	201027304639	16.976	1	1	26
0	1	3	201027305077	15.802	1	7	26
21	1	3	201027305448	16.976	1	2	26
0	1	3	201027305835	12.508	1	9	26
2	1	3	201027305934	16.976	1	1	26
12	1	3	201027306512	16.661	1	3	26
4	1	6	201027307071	133.29	1	3	26
2	3	3	201027400457	18.158	1	1	27
0	3	6	201027400735	127.106	1	1	27
0	3	3	201027400767	18.158	1	1	27
1	3	3	201027400846	18.158	1	1	27
21	3	3	201027400902	18.158	1	2	27
4	3	3	201027401274	18.158	1	2	27
4	3	3	201027401302	18.158	1	2	27
0	3	2	201027401723	9.079	1	2	27
2	3	3	201027401884	18.158	1	1	27
0	3	3	201027402080	18.158	1	1	27
0	3	3	201027402276	18.158	1	2	27
1	3	3	201027402437	18.158	1	2	27
1	3	3	201027402542	18.158	1	1	27
1	3	3	201027402553	18.158	1	1	27
0	3	4	201027402569	290.528	1	1	27
2	3	3	201027402583	18.158	1	1	27
0	3	3	201027402736	18.158	1	1	27
1	3	3	201027402744	18.158	1	1	27
8	3	3	201027402857	18.158	1	1	27
99	3	3	201027402903	18.158	1	1	27
2	3	3	201027403167	18.158	1	2	27
0	3	3	201027403190	18.158	1	2	27
0	3	3	201027403494	18.158	1	1	27
0	3	3	201027403525	18.158	1	1	27
12	3	3	201027403640	18.158	1	1	27
2	3	3	201027403732	18.158	1	1	27
12	3	3	201027403782	18.158	1	1	27
9	3	3	201027403876	18.158	1	1	27
12	3	3	201027403898	18.158	1	1	27
99	3	3	201027403905	18.158	1	1	27
1	3	3	201027404043	18.158	1	2	27
2	3	3	201027404043	18.158	1	2	27
2	3	3	201027404193	18.158	1	2	27
17	3	3	201027404193	18.158	1	2	27
1	3	3	201027404361	18.158	1	1	27
0	3	3	201027404365	18.158	1	1	27
10	3	3	201027404384	18.158	1	1	27
2	3	3	201027404447	18.158	1	1	27
7	3	3	201027404466	18.158	1	1	27
0	3	3	201027404510	18.158	1	1	27
2	3	3	201027404531	18.158	1	1	27
1	3	3	201027404573	18.158	1	1	27
99	3	3	201027404816	18.158	1	2	27
3	3	3	201027405249	18.158	1	2	27
0	3	3	201027405320	18.158	1	1	27
1	3	3	201027405439	18.158	1	1	27
0	3	3	201027405495	18.158	1	1	27
0	3	3	201027405501	18.158	1	1	27
0	3	3	201027405835	18.158	1	2	27
7	3	3	201027405943	18.158	1	2	27
0	3	3	201027405957	18.158	1	1	27
1	3	3	201027406114	18.158	1	1	27
0	3	3	201027406162	18.158	1	1	27
0	3	3	201027406711	18.158	1	1	27
99	3	3	201027406785	18.158	1	1	27
2	3	3	201027406822	18.158	1	1	27
0	3	3	201027406916	18.158	1	1	27
1	3	3	201027406922	18.158	1	1	27
0	3	3	201027407150	18.158	1	2	27
2	3	3	201027407250	18.158	1	2	27
12	3	3	201027407285	18.158	1	2	27
4	3	3	201027407328	18.158	1	2	27
12	3	3	201027407416	18.158	1	1	27
2	3	3	201027407432	18.158	1	1	27
0	3	3	201027407532	18.158	1	1	27
0	3	3	201027407571	18.158	1	1	27
0	3	3	201027407625	18.158	1	1	27
2	3	3	201027407658	18.158	1	1	27
1	3	3	201027407710	18.158	1	1	27
12	3	3	201027407728	18.158	1	1	27
0	3	3	201027407873	18.158	1	2	27
9	3	3	201027407905	18.158	1	2	27
12	3	3	201027407969	18.158	1	1	27
1	3	3	201027408040	18.158	1	1	27
3	3	3	201027408162	18.158	1	1	27
1	3	3	201027408166	18.158	1	1	27
4	3	3	201027408549	18.158	1	2	27
9	3	3	201027408697	18.158	1	2	27
2	3	3	201027408774	18.158	1	2	27
3	3	3	201027408774	18.158	1	2	27
0	3	3	201027408818	18.158	1	2	27
2	3	3	201027409046	18.158	1	2	27
2	3	3	201027409152	18.158	1	1	27
4	3	3	201027409336	18.158	1	1	27
0	3	3	201027409436	18.158	1	1	27
0	3	3	201027409669	18.158	1	1	27
0	3	3	201027409767	18.158	1	1	27
1	3	3	201027409957	18.158	1	2	27
0	3	3	201027410059	18.158	1	2	27
0	3	3	201027410100	18.158	1	2	27
2	3	3	201027410392	18.158	1	2	27
2	3	3	201027410499	18.158	1	2	27
0	3	4	201027500378	315.654	1	1	44
0	3	4	201027500567	315.654	1	1	44
0	3	4	201027501021	315.654	1	3	44
10	3	3	201027501163	45.093	1	4	44
0	3	3	201027501224	45.093	1	1	44
3	3	3	201027501275	45.093	1	4	44
1	3	3	201027501424	45.093	1	4	44
0	3	3	201027501472	45.093	1	5	44
0	3	4	201027501761	315.654	1	2	44
0	3	3	201027501776	45.093	1	3	44
0	3	3	201027501865	45.093	1	2	44
0	3	3	201027501912	45.093	1	5	44
4	3	3	201027501919	45.093	1	1	44
4	3	3	201027502426	45.093	1	3	44
4	3	3	201027502426	45.093	2	3	44
9	3	3	201027502757	45.093	1	3	44
0	3	3	201027502866	45.093	1	1	44
2	3	3	201027502874	45.093	1	3	44
21	3	5	201027502961	45.093	1	2	44
0	3	3	201027503009	45.093	1	4	44
13	3	3	201027503090	45.093	1	2	44
21	3	6	201027503197	135.28	1	1	44
0	3	5	201027503290	45.093	1	2	44
0	3	5	201027503290	45.093	2	2	44
2	3	3	201027503386	45.093	1	3	44
0	3	1	201027503704	45.093	1	5	44
0	3	3	201027600858	22.464	1	3	46
0	3	3	201027601098	22.464	1	1	46
2	3	3	201027601170	52.01	1	7	46
3	3	3	201027601170	52.01	1	7	46
0	3	1	201027601542	22.464	1	5	46
0	3	3	201027601791	22.464	1	2	46
0	3	3	201027601836	22.464	1	4	46
1	3	3	201027602030	22.464	1	1	46
99	3	3	201027602491	22.464	1	4	46
0	3	3	201027602505	22.464	1	2	46
2	3	4	201027602527	312.063	1	7	46
1	3	4	201027602640	292.032	1	1	46
0	3	3	201027602754	22.464	1	5	46
0	3	3	201027602792	22.464	1	4	46
99	3	3	201027602987	52.01	1	7	46
9	3	3	201027603049	22.464	1	3	46
2	3	3	201027603202	22.464	1	5	46
5	3	3	201027603552	52.01	1	7	46
9	3	4	201027700457	277.718	1	2	61
0	3	3	201027700461	34.715	1	2	61
0	3	3	201027700463	34.715	1	2	61
21	3	3	201027700482	34.715	1	2	61
0	3	4	201027700484	277.718	1	2	61
0	3	3	201027700516	34.715	1	3	61
0	3	3	201027700542	34.715	1	2	61
2	3	3	201027700549	34.715	1	2	61
3	3	3	201027700549	34.715	1	2	61
2	3	3	201027700557	34.715	1	5	61
0	3	3	201027700563	34.715	1	4	61
2	3	4	201027700583	277.718	1	2	61
3	3	4	201027700583	277.718	1	2	61
13	3	4	201027700583	277.718	1	2	61
0	3	3	201027700596	34.715	1	5	61
1	3	3	201027700613	34.715	1	2	61
0	3	3	201027700641	34.715	1	5	61
0	3	3	201027700647	34.715	1	2	61
2	3	3	201027700660	34.715	1	2	61
0	3	3	201027700678	34.715	1	4	61
0	3	3	201027700716	34.715	1	2	61
0	3	4	201027700746	277.718	1	2	61
0	3	3	201027700870	34.715	1	2	61
0	3	3	201027700872	34.715	1	2	61
0	3	3	201027700905	34.715	1	2	61
12	3	3	201027700914	34.715	1	5	61
0	3	3	201027700952	34.715	1	6	61
9	3	3	201027700953	34.715	1	6	61
0	3	4	201027700995	277.718	1	4	61
0	3	3	201027701071	34.715	1	5	61
0	3	3	201027701081	34.715	1	2	61
0	3	3	201027701128	34.715	1	2	61
98	3	3	201027701157	34.715	1	5	61
0	3	3	201027701202	34.715	1	3	61
0	3	3	201027701212	34.715	1	5	61
0	3	3	201027701226	34.715	1	4	61
3	3	4	201027701242	277.718	1	2	61
2	3	3	201027701244	34.715	1	2	61
13	3	3	201027701244	34.715	1	2	61
21	3	3	201027701244	34.715	1	2	61
7	3	3	201027701365	34.715	1	2	61
0	3	3	201027701422	34.715	1	2	61
21	3	3	201027701447	34.715	1	4	61
7	3	3	201027701481	34.715	1	4	61
0	3	3	201027701484	34.715	1	3	61
0	3	3	201027701510	34.715	1	2	61
2	3	3	201027701533	34.715	1	2	61
3	3	3	201027701533	34.715	1	2	61
0	3	3	201027701558	34.715	1	3	61
10	3	3	201027701585	34.715	1	2	61
2	3	3	201027701617	34.715	1	2	61
