BTRAFCON	REGION	STRATUM	CASENUM	WEIGHT	PERNO	PJ	PSU
97	4	4	201029604233	299.423	1	1	94
0	4	3	201029604234	15.759	1	1	94
97	4	3	201029604250	15.759	1	1	94
0	4	3	201029604270	15.759	1	1	94
97	4	3	201029604290	15.759	1	1	94
97	4	3	201029604295	15.759	1	1	94
97	4	3	201029604306	15.759	1	1	94
2	4	3	201029604310	15.759	1	1	94
21	4	3	201029604319	15.759	1	1	94
97	4	3	201029604462	31.217	1	5	94
3	4	3	201029604532	15.759	1	1	94
97	4	3	201029604571	15.759	1	1	94
3	4	3	201029604605	15.759	1	1	94
0	4	3	201029604639	15.759	1	3	94
21	4	3	201029604653	15.759	1	3	94
22	4	3	201029604676	15.759	1	3	94
97	4	3	201029604694	15.759	1	3	94
97	4	3	201029604725	15.759	1	3	94
0	4	3	201029604839	15.759	1	4	94
3	4	3	201029604976	15.759	1	1	94
97	4	3	201029604993	15.759	1	1	94
97	4	3	201029605055	15.759	1	1	94
3	4	3	201029605075	15.759	1	1	94
2	4	4	201029605135	299.423	1	1	94
2	4	3	201029605163	15.759	1	1	94
97	4	3	201029605235	15.759	1	3	94
97	4	3	201029605251	15.759	1	3	94
21	4	4	201029605270	299.423	1	3	94
3	4	3	201029605356	15.759	1	1	94
2	4	3	201029605371	15.759	1	1	94
2	4	3	201029605372	15.759	1	1	94
3	4	3	201029605396	15.759	1	1	94
97	4	4	201029605438	299.423	1	2	94
97	4	3	201029605640	15.759	1	1	94
2	4	4	201029605643	299.423	1	1	94
2	4	3	201029605648	15.759	1	1	94
3	4	3	201029605653	15.759	1	1	94
3	4	3	201029605810	15.759	1	3	94
2	4	3	201029605922	15.759	1	3	94
3	4	3	201029606003	15.759	1	1	94
21	4	3	201029606058	15.759	1	1	94
3	4	3	201029606165	15.759	1	1	94
97	4	3	201029606372	15.759	1	4	94
3	4	3	201029606650	15.759	1	1	94
21	4	3	201029702345	18.355	1	20	96
0	4	3	201029702387	18.355	1	20	96
0	4	3	201029702741	15.951	1	43	96
2	4	4	201029702947	293.676	1	20	96
21	4	4	201029703504	293.176	1	18	96
3	4	3	201029704185	13.337	1	2	97
3	4	4	201029704223	293.418	1	2	97
3	4	3	201029704257	13.337	1	2	97
2	4	3	201029705041	13.337	1	1	97
3	4	3	201029706423	18.355	1	20	96
3	4	3	201029706751	13.337	1	2	97
0	4	3	201029707698	13.337	1	1	97
2	4	3	201029711172	20.539	1	5	97
0	4	3	201029712569	15.507	1	8	96
3	4	3	201064301926	22.188	1	1	79
3	4	3	201064301977	22.188	1	1	79
0	4	4	201064302073	299.538	1	1	79
0	4	3	201064302218	22.188	1	1	79
3	4	3	201064302316	22.188	1	1	79
0	4	3	201064302332	22.188	1	1	79
0	4	3	201064302468	22.188	1	1	79
0	4	3	201064302636	22.188	1	1	79
3	4	3	201064302654	22.188	1	1	79
0	4	3	201064302828	22.188	1	1	79
0	4	3	201064302884	22.188	1	1	79
0	4	3	201064302957	22.188	1	1	79
0	3	3	201065512895	12.222	1	2	43
0	3	3	201065512957	12.222	1	1	43
3	3	3	201065513077	12.222	1	2	43
21	3	3	201065514001	12.222	1	2	43
3	3	3	201065514003	12.222	1	2	43
0	3	3	201065514149	12.222	1	2	43
97	4	3	201065602260	16.15	1	3	75
3	4	3	201065602300	16.15	1	4	75
3	4	3	201065602373	16.15	1	4	75
97	4	3	201065602402	16.15	1	3	75
2	4	3	201065602593	16.15	1	3	75
0	4	3	201065904880	22.188	1	1	79
3	4	2	201065904908	11.094	1	1	79
3	4	3	201065904965	22.188	1	7	79
3	4	4	201065905067	299.538	1	1	79
2	4	3	201065905094	22.188	1	1	79
2	4	3	201065905286	22.188	1	1	79
97	4	3	201065905361	22.188	1	1	79
0	4	3	201065905529	22.188	1	1	79
0	4	3	201065905543	22.188	1	1	79
0	4	3	201065905582	22.188	1	1	79
0	4	3	201065905604	22.188	1	7	79
0	4	3	201065905661	22.188	1	1	79
0	4	3	201065905672	22.188	1	1	79
0	4	3	201065905676	22.188	1	1	79
97	4	3	201065905786	22.188	1	1	79
0	4	2	201065905792	11.094	1	1	79
0	4	3	201065905957	22.188	1	1	79
0	4	3	201065905976	22.188	1	1	79
97	4	4	201065906020	299.538	1	1	79
3	4	3	201065906076	22.188	1	1	79
0	4	4	201065906224	299.538	1	1	79
0	4	4	201065906260	299.538	1	7	79
0	4	6	201065906643	133.128	1	7	79
0	3	3	201068601142	12.222	1	1	43
3	2	4	201068704825	285.76	1	3	11
21	2	3	201068704953	19.051	1	3	11
0	2	4	201068705051	285.76	1	3	11
21	2	3	201068705104	19.051	1	3	11
21	2	3	201068705104	19.051	2	3	11
21	2	3	201068705151	19.051	1	3	11
0	2	3	201068705220	19.051	1	3	11
0	2	3	201068705543	19.051	1	3	11
3	2	4	201068705574	285.76	1	3	11
3	2	3	201068705765	19.051	1	3	11
3	2	3	201068705794	19.051	1	3	11
3	2	3	201068705820	19.051	1	3	11
0	2	3	201068706016	19.051	1	3	11
3	2	3	201068706021	19.051	1	3	11
3	2	3	201068706165	19.051	1	3	11
0	2	3	201068706170	19.051	1	3	11
3	2	3	201068706405	19.051	1	3	11
0	2	3	201068706422	19.051	1	3	11
3	2	3	201068805325	19.051	1	4	11
21	2	3	201068805330	19.051	1	4	11
3	2	3	201068805553	19.051	1	3	11
0	2	3	201068805837	19.051	1	4	11
21	1	3	201069500685	20.242	1	26	6
0	1	3	201069600567	14.82	1	20	6
21	1	3	201069600568	14.82	1	20	6
0	1	3	201069600583	20.242	1	26	6
0	1	3	201069600587	20.242	1	26	6
0	3	3	201091500406	22.464	1	1	46
0	3	3	201091501044	22.464	1	1	46
0	3	4	201091501073	292.032	1	2	46
