MACTION	REGION	STRATUM	CASENUM	WEIGHT	PERNO	PJ	PSU
21	3	3	200916550798	20.212	1	1	45
0	3	3	200916550913	20.212	1	1	45
0	3	3	200916551479	20.212	1	1	45
7	3	3	200916552209	20.212	1	1	45
98	3	3	200916552209	20.212	1	1	45
28	3	3	200916552814	20.212	1	1	45
0	3	3	200916553394	20.212	1	1	45
8	3	4	200916553815	313.292	1	1	45
10	3	4	200916553815	313.292	1	1	45
0	3	3	200916554539	20.212	1	1	45
2	3	3	200916554786	20.212	1	1	45
7	3	3	200916554786	20.212	1	1	45
0	3	3	200916554963	20.212	1	1	45
0	3	4	200916555110	313.292	1	1	45
21	3	3	200916555319	20.212	1	1	45
22	3	3	200916555370	20.212	1	1	45
0	3	3	200916555677	20.212	1	1	45
0	3	3	200916555841	20.212	1	2	45
0	3	4	200917125339	318.62	1	1	51
21	3	3	200917125383	79.655	1	1	51
22	3	3	200917125383	79.655	1	1	51
0	3	6	200917125700	159.31	1	2	51
22	3	3	200917125729	79.655	1	1	51
22	3	3	200917125803	79.655	1	1	51
22	3	3	200917125858	79.655	1	1	51
22	3	2	200917125924	79.655	1	2	51
29	3	3	200917125958	79.655	1	2	51
98	3	3	200917125959	79.655	1	2	51
22	3	5	200917126029	79.655	1	1	51
0	3	3	200917126031	79.655	1	1	51
22	3	3	200917126267	79.655	1	1	51
0	3	3	200917126309	79.655	1	1	51
0	3	4	200917126425	318.62	1	1	51
0	3	3	200917126552	79.655	1	1	51
98	3	3	200917126924	79.655	1	1	51
4	3	3	200917127060	79.655	1	1	51
0	3	6	200917127264	159.31	1	1	51
0	3	3	200917127328	79.655	1	2	51
98	3	3	200917127483	79.655	1	1	51
0	3	3	200917127494	79.655	1	1	51
29	3	5	200917127753	79.655	1	2	51
0	3	3	200917127775	79.655	1	1	51
7	3	3	200917127777	79.655	1	1	51
98	3	3	200917127777	79.655	1	1	51
29	3	3	200917127778	79.655	1	1	51
0	3	3	200917127873	79.655	1	1	51
0	3	4	200917128029	318.62	1	1	51
0	3	3	200917128327	79.655	1	2	51
0	3	3	200917128377	79.655	1	1	51
22	3	3	200917128391	79.655	1	1	51
0	3	3	200917252891	51.964	1	1	48
7	3	4	200917253261	311.784	1	1	48
0	3	3	200917253280	51.964	1	1	48
0	3	4	200917253364	311.784	1	1	48
29	3	6	200917253545	155.892	1	4	48
29	3	3	200917253831	51.964	1	1	48
0	3	3	200917253872	51.964	1	1	48
22	3	3	200917253904	51.964	1	1	48
0	3	3	200917253926	51.964	1	1	48
28	3	3	200917253982	51.964	1	1	48
0	3	3	200917254404	51.964	1	1	48
7	3	3	200917254572	51.964	1	1	48
22	3	3	200917254703	51.964	1	1	48
21	3	3	200917254721	51.964	1	1	48
7	3	3	200917255160	51.964	1	4	48
98	3	3	200917255160	51.964	1	4	48
5	3	3	200917255168	51.964	1	1	48
9	3	3	200917255168	51.964	1	1	48
98	3	3	200917255197	51.964	1	1	48
22	3	3	200917255466	51.964	1	1	48
10	3	3	200917255485	51.964	1	4	48
7	3	3	200917255497	51.964	1	3	48
8	3	3	200917255497	51.964	1	3	48
4	3	3	200917255648	51.964	1	4	48
7	3	3	200917256525	51.964	1	3	48
22	3	3	200917256858	51.964	1	1	48
0	3	4	200917256945	311.784	1	1	48
0	3	6	200917257052	155.892	1	1	48
0	3	6	200917257052	155.892	2	1	48
0	3	3	200917257141	51.964	1	1	48
3	3	3	200917257347	51.964	1	4	48
28	3	3	200917257385	51.964	1	1	48
10	3	3	200917257885	51.964	1	1	48
0	3	1	200917258084	51.964	1	1	48
22	3	3	200917258110	51.964	1	4	48
98	3	3	200917258667	51.964	1	4	48
98	3	3	200917258752	51.964	1	3	48
22	3	3	200917258774	51.964	1	1	48
0	3	4	200917259348	311.784	1	1	48
27	3	3	200917259371	51.964	1	4	48
0	3	4	200917259424	311.784	1	1	48
22	3	3	200917259624	51.964	1	1	48
22	3	3	200917259639	51.964	1	1	48
22	3	3	200917259639	51.964	2	1	48
27	3	3	200917259771	51.964	1	1	48
29	3	3	200917259819	51.964	1	1	48
0	3	4	200917259926	311.784	1	1	48
0	3	3	200917260225	51.964	1	4	48
0	1	3	200917500162	17.238	1	4	6
0	1	3	200917500162	17.238	2	4	6
28	1	3	200917500172	16.363	1	5	6
0	1	4	200917500184	307.301	1	7	6
5	1	3	200917500230	20.242	1	26	6
0	1	3	200917500249	23.242	1	14	6
21	1	3	200917500291	17.238	1	4	6
22	1	3	200917500291	17.238	1	4	6
99	1	4	200917500296	303.637	1	26	6
0	1	3	200917500309	16.363	1	5	6
0	1	3	200917500309	16.363	2	5	6
99	1	3	200917500313	14.82	1	20	6
5	1	3	200917500325	19.337	1	1	6
0	1	3	200917500329	17.883	1	11	6
0	1	6	200917500379	142.675	1	7	6
0	1	3	200917500452	16.363	1	5	6
7	1	4	200917500461	311.22	1	20	6
0	1	3	200917500466	23.242	1	14	6
21	1	3	200917500501	17.883	1	11	6
0	1	3	200917500521	17.238	1	4	6
99	1	3	200917500545	14.82	1	20	6
0	1	2	200917500602	20.242	1	26	6
0	1	4	200917500606	303.637	1	26	6
0	1	3	200917500609	20.242	1	26	6
21	1	3	200917500617	16.363	1	5	6
21	1	3	200917500627	14.82	1	20	6
0	1	3	200917500647	19.337	1	1	6
98	1	3	200917500681	16.463	1	7	6
22	1	3	200917500725	17.883	1	11	6
98	1	3	200917500725	17.883	1	11	6
21	1	3	200917500755	16.363	1	5	6
22	1	3	200917500755	16.363	1	5	6
21	1	3	200917500852	16.463	1	7	6
99	1	3	200917500864	14.82	1	20	6
22	1	3	200917500865	14.82	1	20	6
21	1	3	200917500869	23.242	1	14	6
10	1	3	200917500890	17.883	1	11	6
22	1	3	200917501030	14.82	1	20	6
99	1	4	200917501041	313.761	1	14	6
21	1	3	200917501047	23.242	1	14	6
99	1	3	200917501058	17.883	1	11	6
0	1	3	200917501089	16.463	1	7	6
21	1	3	200917501102	16.363	1	5	6
0	1	3	200917501136	23.242	1	14	6
99	1	3	200917501169	19.337	1	1	6
0	1	2	200917501190	5.746	1	4	6
21	1	4	200917501200	309.4	1	1	6
99	1	3	200917501224	14.82	1	20	6
5	1	3	200917501250	19.337	1	2	6
7	1	3	200917501250	19.337	1	2	6
0	1	3	200917501285	20.242	1	26	6
98	1	3	200917501288	20.242	1	26	6
21	1	3	200917501293	16.363	1	5	6
98	1	3	200917501296	14.82	1	20	6
22	1	3	200917501300	16.463	1	7	6
0	1	3	200917501312	23.242	1	14	6
0	1	6	200917501317	141.816	1	5	6
21	1	3	200917501334	14.82	1	20	6
99	1	3	200917501372	20.242	1	26	6
0	1	3	200917501387	16.463	1	7	6
0	1	2	200917501434	20.242	1	26	6
9	1	3	200917501443	16.363	1	5	6
10	1	3	200917501443	16.363	1	5	6
99	1	3	200917501456	16.463	1	7	6
0	1	3	200917501465	14.82	1	20	6
0	1	3	200917501477	19.337	1	1	6
0	1	3	200917501492	17.883	1	11	6
7	1	3	200917501497	17.883	1	11	6
8	1	3	200917501497	17.883	1	11	6
0	1	3	200917501512	20.242	1	26	6
99	1	3	200917501516	20.242	1	26	6
21	1	3	200917501537	16.363	1	5	6
99	1	3	200917501551	14.82	1	20	6
22	1	3	200917501559	23.242	1	14	6
0	1	3	200917501581	17.238	1	4	6
0	1	4	200917501623	307.301	1	7	6
98	1	3	200917501627	16.463	1	7	6
29	1	3	200917501638	14.82	1	20	6
99	1	3	200917501673	16.463	1	7	6
99	1	3	200917501728	17.238	1	4	6
0	1	3	200917501734	19.337	1	2	6
99	1	4	200917501736	303.637	1	26	6
21	1	3	200917501746	16.363	1	5	6
98	1	2	200917501761	5.488	1	7	6
0	1	2	200917501850	5.488	1	7	6
0	1	3	200917501852	17.883	1	11	6
0	1	4	200917501853	312.947	1	11	6
21	1	3	200917501905	19.337	1	2	6
0	1	4	200917501961	313.761	1	14	6
21	1	3	200917501965	17.238	1	4	6
0	1	3	200917501987	14.82	1	20	6
0	1	3	200917501987	14.82	2	20	6
98	1	4	200917501990	311.22	1	20	6
0	1	3	200917501995	20.242	1	26	6
7	1	3	200917502016	14.82	1	20	6
8	1	3	200917502016	14.82	1	20	6
21	1	3	200917502019	14.82	1	20	6
99	1	3	200917502022	14.82	1	20	6
0	1	3	200917502029	23.242	1	14	6
98	1	3	200917502037	19.337	1	1	6
99	1	3	200917502055	17.883	1	11	6
21	1	4	200917502078	309.4	1	2	6
22	1	3	200917502099	23.242	1	14	6
22	1	3	200917502099	23.242	2	14	6
7	1	3	200917502139	16.463	1	7	6
8	1	3	200917502139	16.463	1	7	6
99	1	3	200917502145	20.242	1	26	6
99	1	3	200917502171	20.242	1	26	6
0	1	3	200917502184	23.242	1	14	6
0	1	3	200917502204	20.242	1	26	6
0	1	3	200917502270	17.238	1	4	6
0	1	3	200917502299	16.363	1	5	6
0	1	4	200917502331	303.637	1	26	6
98	1	3	200917502351	14.82	1	20	6
21	1	3	200917502354	14.82	1	20	6
0	1	3	200917502356	23.242	1	14	6
0	1	3	200917502378	19.337	1	2	6
98	1	2	200917502388	5.746	1	4	6
0	1	3	200917502416	14.82	1	20	6
0	1	2	200917502546	5.454	1	5	6
29	3	3	200917624304	15.641	1	1	49
21	3	3	200917624398	15.641	1	1	49
22	3	3	200917624398	15.641	1	1	49
27	3	2	200917624780	2.607	1	3	49
21	3	3	200917625317	15.641	1	1	49
22	3	3	200917625317	15.641	1	1	49
0	3	3	200917625391	15.641	1	1	49
7	3	3	200917625443	15.641	1	1	49
8	3	3	200917625443	15.641	1	1	49
0	3	2	200917625603	5.214	1	1	49
0	3	3	200917625705	15.641	1	1	49
7	3	3	200917625903	15.641	1	1	49
8	3	3	200917625903	15.641	1	1	49
22	3	3	200917625939	15.641	1	1	49
0	3	2	200917626208	2.607	1	2	49
21	3	3	200917626741	15.641	1	1	49
22	3	3	200917626741	15.641	1	1	49
22	3	3	200917626933	15.641	1	1	49
0	3	3	200917627250	15.641	1	1	49
21	3	4	200917627383	307.614	1	1	49
98	3	3	200917627402	15.641	1	1	49
22	3	3	200917627631	15.641	1	1	49
22	3	3	200917627631	15.641	2	1	49
22	3	3	200917627631	15.641	3	1	49
22	3	3	200917627631	15.641	4	1	49
7	3	3	200917628047	15.641	1	1	49
8	3	3	200917628047	15.641	1	1	49
0	3	3	200917628077	15.641	1	1	49
0	3	3	200917628190	15.641	1	1	49
22	3	3	200917628320	15.641	1	1	49
27	3	3	200917628354	15.641	1	1	49
1	3	3	200917628603	15.641	1	1	49
2	3	3	200917628603	15.641	1	1	49
22	3	3	200917628692	15.641	1	1	49
22	3	3	200917628817	15.641	1	1	49
22	3	3	200917628924	15.641	1	1	49
22	3	3	200917628924	15.641	2	1	49
22	3	3	200917628924	15.641	3	1	49
22	3	3	200917628924	15.641	4	1	49
7	3	3	200917628992	15.641	1	1	49
0	3	1	200917629223	5.214	1	1	49
0	3	1	200917629223	5.214	2	1	49
0	3	3	200917629306	18.248	1	3	49
0	3	4	200917629371	307.614	1	1	49
21	3	3	200917629671	15.641	1	1	49
22	3	3	200917629705	15.641	1	1	49
98	3	3	200917629927	15.641	1	1	49
7	3	3	200917630005	15.641	1	1	49
29	3	2	200917630065	5.214	1	1	49
0	3	3	200917630369	15.641	1	1	49
0	3	3	200917630470	15.641	1	1	49
21	3	3	200917630534	15.641	1	1	49
0	3	4	200917630625	307.614	1	1	49
0	3	3	200917630727	15.641	1	1	49
0	3	3	200917631001	15.641	1	1	49
0	3	3	200917631105	15.641	1	1	49
0	3	3	200917631339	15.641	1	1	49
0	3	3	200917631398	15.641	1	1	49
0	3	3	200917631787	15.641	1	1	49
7	3	3	200917631876	15.641	1	1	49
0	3	3	200917632045	15.641	1	1	49
0	3	4	200917632087	307.614	1	1	49
99	3	3	200917632177	15.641	1	1	49
29	3	3	200917632350	15.641	1	1	49
7	3	3	200917632565	15.641	1	1	49
8	3	3	200917632565	15.641	1	1	49
22	3	3	200917632773	15.641	1	1	49
22	3	3	200917632957	15.641	1	1	49
98	3	3	200917632957	15.641	1	1	49
0	3	1	200917633065	2.607	1	3	49
0	3	3	200917633158	15.641	1	1	49
22	3	3	200917633407	15.641	1	1	49
27	3	3	200917633580	15.641	1	1	49
5	3	3	200917633609	15.641	1	1	49
7	3	3	200917633609	15.641	1	1	49
8	3	3	200917633609	15.641	1	1	49
0	3	3	200917633648	15.641	1	1	49
0	3	3	200917633791	15.641	1	1	49
0	3	2	200917633824	5.214	1	1	49
0	3	2	200917633824	5.214	2	1	49
22	3	3	200917633949	15.641	1	1	49
22	3	3	200917633949	15.641	2	1	49
22	3	3	200917633949	15.641	3	1	49
22	3	3	200917633949	15.641	4	1	49
21	3	3	200917634037	18.248	1	3	49
10	3	4	200917634093	307.614	1	1	49
0	3	3	200917634123	15.641	1	1	49
0	3	3	200917634123	15.641	2	1	49
0	3	2	200917634134	5.214	1	1	49
0	3	2	200917634134	5.214	2	1	49
0	3	3	200917634146	15.641	1	1	49
0	3	3	200917634224	15.641	1	1	49
0	3	3	200917634323	15.641	1	1	49
22	3	3	200917635216	15.641	1	1	49
98	3	3	200917635216	15.641	1	1	49
29	3	3	200917635545	15.641	1	1	49
0	3	2	200917635569	5.214	1	1	49
22	3	3	200917635570	15.641	1	1	49
21	3	3	200917635728	15.641	1	1	49
22	3	3	200917635728	15.641	1	1	49
21	3	3	200917635780	15.641	1	1	49
98	3	3	200917635780	15.641	1	1	49
0	3	3	200917635942	15.641	1	1	49
0	3	3	200917635986	15.641	1	1	49
0	3	3	200917635986	15.641	2	1	49
29	3	3	200917636005	15.641	1	1	49
0	3	3	200917636154	15.641	1	1	49
0	3	3	200917636280	15.641	1	1	49
0	3	3	200917636331	15.641	1	1	49
10	3	3	200917636405	15.641	1	1	49
0	3	3	200917637390	15.641	1	1	49
0	3	3	200917637478	15.641	1	1	49
0	3	3	200917637545	15.641	1	1	49
0	3	2	200917637621	5.214	1	1	49
22	3	3	200918401689	19.19	1	3	9
22	3	4	200918401739	311.837	1	4	9
21	3	3	200918401809	19.19	1	3	9
0	3	6	200918401991	139.127	1	3	9
0	3	3	200918402024	19.19	1	4	9
0	3	4	200918402107	311.837	1	4	9
0	3	3	200918402328	19.19	1	3	9
0	3	3	200918402668	19.19	1	3	9
0	3	1	200918402923	4.798	1	4	9
98	3	4	200918402934	311.837	1	6	9
29	3	3	200918403039	19.19	1	3	9
0	3	3	200918403354	19.19	1	3	9
29	3	3	200918403436	19.19	1	3	9
0	3	3	200918403800	19.19	1	6	9
22	2	3	200918433952	20	1	2	72
22	2	3	200918433952	20	2	2	72
99	2	3	200918434662	20	1	3	72
0	2	3	200918434977	20	1	1	72
22	2	3	200918435050	20	1	4	72
29	2	3	200918435116	20	1	2	72
0	2	3	200918435485	20	1	6	72
29	2	3	200918435663	20	1	1	72
0	2	4	200918435812	310	1	2	72
0	2	3	200918435892	20	1	2	72
0	2	2	200918435944	2	1	7	72
0	2	3	200918436060	20	1	1	72
22	2	3	200918436107	20	1	2	72
0	2	3	200918436563	20	1	3	72
0	2	3	200918436964	20	1	6	72
0	2	3	200918437068	20	1	1	72
0	2	3	200918437251	20	1	3	72
99	2	3	200918437535	20	1	2	72
21	2	3	200918437565	20	1	6	72
0	2	3	200918437847	20	1	6	72
0	2	3	200918437911	20	1	4	72
22	2	3	200918437915	20	1	4	72
0	2	4	200918438647	310	1	4	72
0	2	4	200918438647	310	2	4	72
0	2	3	200918438725	20	1	6	72
0	2	3	200918438750	20	1	4	72
0	2	3	200918438823	20	1	3	72
98	2	3	200918439320	20	1	6	72
0	2	3	200918439374	20	1	4	72
99	2	3	200918439543	20	1	1	72
0	2	3	200918439838	20	1	6	72
0	2	3	200918439851	20	1	4	72
5	2	3	200918439912	20	1	2	72
7	2	3	200918439912	20	1	2	72
8	2	3	200918439912	20	1	2	72
98	2	3	200918439912	20	1	2	72
22	2	3	200918439944	20	1	6	72
5	2	3	200918440052	20	1	3	72
29	2	3	200918440234	20	1	3	72
0	2	2	200918440243	5	1	1	72
0	2	3	200918440253	20	1	1	72
0	2	3	200918440281	20	1	4	72
29	2	3	200918440563	20	1	4	72
0	2	3	200918440610	20	1	2	72
0	2	3	200918440720	20	1	4	72
0	2	3	200918440822	20	1	1	72
0	2	3	200918440836	20	1	3	72
0	2	3	200918440948	20	1	1	72
22	2	3	200918441646	20	1	6	72
7	2	2	200918441755	5	1	6	72
8	2	2	200918441755	5	1	6	72
0	2	3	200918441808	20	1	4	72
22	2	3	200918442165	20	1	1	72
21	2	3	200918442231	20	1	3	72
98	2	3	200918442696	20	1	3	72
0	2	4	200918442744	310	1	2	72
0	2	4	200918442744	310	2	2	72
0	2	4	200918442744	310	3	2	72
27	2	3	200918442795	20	1	6	72
27	2	3	200918442795	20	2	6	72
0	2	3	200918442957	20	1	4	72
0	2	3	200918443215	20	1	3	72
7	2	3	200918443366	20	1	1	72
8	2	3	200918443366	20	1	1	72
0	2	3	200918443423	20	1	6	72
99	2	3	200918443662	20	1	3	72
3	2	3	200918443689	20	1	6	72
7	2	3	200918443872	20	1	6	72
8	2	3	200918443872	20	1	6	72
0	2	3	200918444036	20	1	4	72
21	2	3	200918444136	20	1	6	72
22	2	3	200918444136	20	1	6	72
10	2	3	200918444158	20	1	1	72
0	2	3	200918444252	20	1	1	72
5	2	3	200918444315	20	1	6	72
7	2	3	200918444315	20	1	6	72
5	2	3	200918444315	20	2	6	72
7	2	3	200918444315	20	2	6	72
22	2	3	200918444445	20	1	4	72
22	2	3	200918444529	20	1	3	72
7	2	3	200918444826	20	1	4	72
7	2	3	200918444826	20	2	4	72
29	2	3	200918444846	20	1	6	72
0	2	3	200918445203	20	1	4	72
0	2	3	200918445208	20	1	4	72
0	2	3	200918445293	20	1	1	72
0	2	3	200918445448	20	1	3	72
7	2	3	200918445583	20	1	3	72
28	2	3	200918445855	20	1	3	72
29	2	3	200918445875	20	1	1	72
0	2	6	200918446161	140	1	6	72
0	2	6	200918446161	140	2	6	72
0	2	6	200918446161	140	3	6	72
0	2	6	200918446161	140	4	6	72
98	2	3	200918446213	20	1	3	72
22	2	4	200918446517	310	1	1	72
10	2	3	200918446556	20	1	2	72
0	2	3	200918446643	20	1	1	72
0	2	3	200918446647	20	1	1	72
0	2	3	200918446677	20	1	6	72
21	2	3	200918446884	20	1	3	72
0	2	3	200918446919	20	1	4	72
0	2	3	200918447166	20	1	6	72
98	2	3	200918447285	20	1	1	72
5	2	3	200918447384	20	1	6	72
0	2	3	200918447638	20	1	6	72
0	2	3	200918447687	20	1	6	72
0	2	3	200918447713	20	1	4	72
21	2	3	200918447751	20	1	3	72
22	2	3	200918447751	20	1	3	72
0	2	3	200918448272	20	1	4	72
99	2	3	200918448395	20	1	1	72
22	2	3	200918448663	20	1	3	72
22	2	3	200918448732	20	1	1	72
0	2	4	200918448960	310	1	1	72
9	2	3	200918448972	20	1	3	72
98	2	3	200918448972	20	1	3	72
0	2	4	200918449065	310	1	6	72
0	2	3	200918449478	20	1	4	72
0	2	3	200918449478	20	2	4	72
99	2	3	200918449487	20	1	3	72
0	2	3	200918449720	20	1	1	72
0	2	3	200918449918	20	1	2	72
0	2	3	200918449930	20	1	2	72
22	2	3	200918449949	20	1	3	72
0	2	3	200918450144	20	1	3	72
22	2	3	200918450148	20	1	3	72
29	2	3	200918450184	20	1	1	72
0	2	3	200918450290	20	1	4	72
99	2	3	200918450369	20	1	2	72
21	2	3	200918450503	20	1	6	72
5	2	3	200918450616	20	1	1	72
7	2	3	200918450616	20	1	1	72
29	2	3	200918450766	20	1	4	72
22	2	3	200918450856	20	1	3	72
0	2	3	200918450981	20	1	2	72
0	2	2	200918451040	5	1	1	72
0	2	1	200918451159	5	1	2	72
0	2	1	200918451159	5	2	2	72
0	2	3	200918451172	20	1	3	72
29	2	3	200918451185	20	1	4	72
0	2	3	200918451185	20	2	4	72
0	2	3	200918451185	20	3	4	72
29	2	3	200918451276	20	1	3	72
22	2	3	200918451691	20	1	1	72
0	2	3	200918451832	20	1	4	72
0	2	3	200918451964	20	1	3	72
0	2	3	200918452383	20	1	2	72
0	2	4	200918452398	310	1	2	72
22	2	3	200918452462	20	1	1	72
0	2	4	200918452469	310	1	1	72
0	2	3	200918452559	20	1	3	72
0	2	3	200918452872	20	1	6	72
0	2	3	200918453009	20	1	1	72
0	2	3	200918453128	20	1	4	72
0	2	3	200918453140	20	1	3	72
0	2	3	200918453567	20	1	4	72
0	2	3	200918453584	20	1	3	72
0	2	3	200918453838	20	1	4	72
0	2	3	200918453838	20	2	4	72
0	2	4	200918454205	310	1	1	72
0	2	3	200918454446	20	1	1	72
0	3	3	200918500866	19.19	1	6	9
0	2	1	200918966253	5.49	1	1	73
29	2	2	200918966512	5.49	1	2	73
27	2	3	200918967454	20.252	1	5	73
0	2	3	200918967541	16.471	1	1	73
22	2	3	200918967856	21.643	1	9	73
0	2	4	200918967950	307.457	1	1	73
22	2	3	200918967981	16.471	1	2	73
10	2	3	200918968825	16.471	1	1	73
29	2	3	200918968859	16.471	1	2	73
22	2	3	200918968886	31.925	1	10	73
7	2	4	200918969242	303.001	1	9	73
8	2	4	200918969242	303.001	1	9	73
99	2	3	200918969398	16.471	1	3	73
0	2	2	200918969813	10.126	1	5	73
22	2	3	200918970097	16.471	1	1	73
5	2	3	200918970763	16.471	1	1	73
7	2	3	200918970763	16.471	1	1	73
21	2	3	200918970850	16.471	1	4	73
10	2	3	200918971035	16.471	1	1	73
7	2	3	200918971523	16.471	1	2	73
0	2	4	200918971574	319.251	1	10	73
0	2	3	200918971779	16.471	1	2	73
0	2	3	200918971779	16.471	2	2	73
0	2	3	200918971907	16.471	1	1	73
10	2	3	200918971989	16.471	1	3	73
7	2	3	200918972026	31.925	1	10	73
10	2	3	200918972229	31.925	1	10	73
7	2	3	200918972444	21.643	1	9	73
7	2	3	200918972508	16.471	1	1	73
8	2	3	200918972508	16.471	1	1	73
99	2	3	200918972660	16.471	1	1	73
4	2	3	200918972694	16.471	1	2	73
0	2	3	200918972869	16.471	1	1	73
9	2	3	200918973272	16.471	1	2	73
10	2	3	200918973272	16.471	1	2	73
10	2	3	200918974013	21.643	1	9	73
28	2	3	200918974138	16.471	1	1	73
0	2	3	200918974190	16.471	1	3	73
7	2	3	200918974303	16.471	1	2	73
8	2	3	200918974303	16.471	1	2	73
0	2	3	200918974586	16.471	1	2	73
0	2	3	200918974615	21.643	1	9	73
22	2	3	200918974687	16.471	1	1	73
0	2	3	200918974892	16.471	1	2	73
0	2	3	200918975288	31.925	1	10	73
29	2	3	200918975572	16.471	1	1	73
7	2	3	200918975878	20.252	1	5	73
22	2	3	200918976004	16.471	1	2	73
22	2	3	200918976194	16.471	1	1	73
27	2	3	200918976509	31.925	1	10	73
5	2	3	200918976642	16.471	1	1	73
0	2	2	200919373945	4.176	1	1	74
29	2	3	200919373960	16.703	1	1	74
29	2	3	200919374319	16.703	1	2	74
22	2	3	200919375350	16.703	1	9	74
22	2	3	200919375915	16.703	1	9	74
24	2	3	200919375915	16.703	1	9	74
21	2	3	200919377335	16.703	1	9	74
22	2	3	200919377335	16.703	1	9	74
21	2	3	200919377335	16.703	2	9	74
22	2	3	200919377335	16.703	2	9	74
21	2	3	200919377335	16.703	3	9	74
22	2	3	200919377335	16.703	3	9	74
0	2	3	200919377776	16.703	1	9	74
29	2	3	200919377823	16.703	1	1	74
7	2	3	200919378331	16.703	1	1	74
22	2	3	200919378718	16.703	1	9	74
22	2	3	200919378747	16.703	1	9	74
22	2	3	200919378747	16.703	2	9	74
21	2	3	200919378977	16.703	1	9	74
21	2	3	200919379322	16.703	1	9	74
0	2	3	200919379815	16.703	1	1	74
0	2	1	200919380432	4.176	1	9	74
0	2	1	200919380432	4.176	2	9	74
21	2	3	200919380513	16.703	1	1	74
7	2	3	200919380652	16.703	1	9	74
21	2	3	200919381150	16.703	1	9	74
21	2	3	200919381246	16.703	1	1	74
0	2	3	200919381794	16.703	1	1	74
0	2	2	200919382070	4.176	1	9	74
0	2	3	200919382351	16.703	1	1	74
22	2	3	200919382696	16.703	1	1	74
0	2	3	200919382847	16.703	1	9	74
0	2	3	200919383570	16.703	1	9	74
98	4	3	200920176016	16.15	1	1	75
7	4	3	200920176277	16.15	1	1	75
10	4	3	200920176277	16.15	1	1	75
0	4	3	200920176440	16.15	1	2	75
0	4	3	200920176705	14.067	1	5	75
0	4	3	200920177486	16.15	1	2	75
22	4	3	200920178110	16.15	1	2	75
0	4	3	200920178169	16.15	1	1	75
0	4	5	200920178750	64.602	1	1	75
0	4	3	200920179192	16.15	1	1	75
7	4	3	200920179279	16.15	1	2	75
8	4	3	200920179279	16.15	1	2	75
27	4	3	200920179340	16.15	1	2	75
0	4	3	200920179388	16.15	1	2	75
0	4	3	200920179541	16.15	1	1	75
0	4	3	200920179604	16.15	1	2	75
0	4	3	200920180060	16.15	1	2	75
0	4	3	200920180105	16.15	1	2	75
7	4	3	200920180529	14.067	1	5	75
0	4	3	200920180584	16.15	1	1	75
0	4	3	200920180711	16.15	1	2	75
6	4	4	200920180731	306.858	1	2	75
98	4	4	200920180731	306.858	1	2	75
10	4	3	200920181002	14.067	1	5	75
27	4	3	200920181188	16.15	1	2	75
0	4	4	200920181349	306.858	1	2	75
1	4	3	200920181656	16.15	1	1	75
2	4	3	200920181656	16.15	1	1	75
21	4	4	200920181737	306.858	1	2	75
22	4	4	200920181737	306.858	1	2	75
27	4	3	200920513028	105.291	1	1	76
27	4	6	200920513091	105.291	1	18	76
99	4	3	200920513163	105.291	1	3	76
0	4	5	200920513220	105.291	1	6	76
0	4	3	200920513329	105.291	1	18	76
0	4	3	200920513451	105.291	1	1	76
0	4	4	200920513605	300.83	1	7	76
29	4	3	200920513722	105.291	1	4	76
10	4	3	200920513746	105.291	1	3	76
21	4	3	200920513934	105.291	1	3	76
22	4	3	200920513934	105.291	1	3	76
28	4	3	200920513939	105.291	1	3	76
0	4	6	200920514114	105.291	1	5	76
0	4	5	200920514145	105.291	1	3	76
0	4	3	200920514230	105.291	1	3	76
98	4	3	200920514238	105.291	1	6	76
21	4	6	200920514296	105.291	1	4	76
24	4	6	200920514296	105.291	1	4	76
0	4	3	200920514301	105.291	1	6	76
0	4	4	200920514304	300.83	1	7	76
7	4	3	200920514391	105.291	1	3	76
8	4	3	200920514391	105.291	1	3	76
10	4	3	200920514391	105.291	1	3	76
0	4	3	200920514395	105.291	1	3	76
0	4	6	200920514693	105.291	1	18	76
0	4	3	200920514722	105.291	1	3	76
98	4	3	200920800009	18.355	1	20	96
99	4	3	200920800075	18.355	1	20	96
0	4	3	200920800097	18.355	1	20	96
0	4	3	200920800236	13.337	1	2	97
22	4	3	200920800338	13.337	1	2	97
10	4	3	200920800347	13.337	1	2	97
22	4	3	200920800865	19.663	1	11	96
0	4	3	200920801744	13.337	1	2	97
7	4	3	200920801928	19.663	1	11	96
7	4	4	200920802163	303.067	1	43	96
8	4	4	200920802163	303.067	1	43	96
21	4	3	200920802384	13.337	1	3	97
0	4	3	200920802932	18.355	1	20	96
21	4	3	200920803829	20.219	1	18	96
22	4	3	200920803829	20.219	1	18	96
24	4	3	200920803829	20.219	1	18	96
21	4	3	200920803829	20.219	2	18	96
22	4	3	200920803829	20.219	2	18	96
24	4	3	200920803829	20.219	2	18	96
22	4	3	200920804026	13.337	1	9	97
0	4	2	200920804031	13.337	1	9	97
0	4	3	200920804149	13.337	1	3	97
3	4	3	200920804172	13.337	1	2	97
0	4	3	200920804290	18.366	1	6	96
0	4	3	200920804353	19.194	1	33	96
0	4	1	200920804511	7.754	1	8	96
0	4	3	200920805260	18.355	1	20	96
99	4	3	200920805490	13.337	1	2	97
5	4	3	200920805535	20.539	1	5	97
7	4	3	200920805535	20.539	1	5	97
0	4	6	200920805546	143.775	1	5	97
